24,147.83.42.206,98.137.80.31,6,3465,80,6,6,2215,464,1361807837.719512,1361807852.865183,1,0,100
25,147.83.42.206,98.137.80.31,6,3466,80,6,6,2496,462,1361807837.719897,1361807852.865907,1,0,100
26,147.83.42.206,98.137.80.31,6,3467,80,5,6,1286,476,1361807837.720300,1361807852.866016,1,0,100
27,147.83.42.206,173.252.100.27,6,3469,443,30,27,5656,4017,1361807838.343506,1361808009.974171,4,0,100
28,147.83.42.206,98.139.0.24,6,3474,80,6,6,949,2000,1361807838.944560,1361807839.731952,1,0,100
29,147.83.42.206,98.139.225.42,6,3479,80,35,35,20418,23389,1361807841.599237,1361807881.118288,1,0,100
30,147.83.42.206,98.137.201.232,6,3483,80,3,4,217,0,1361807842.069794,1361807861.133225,1,0,100
32,147.83.42.206,98.137.80.31,6,3505,80,7,7,2831,1084,1361807857.660205,1361807859.876990,1,0,100
33,147.83.42.206,173.194.41.252,6,3509,80,11,12,2770,1481,1361807858.199768,1361808101.018809,1,0,100
34,147.83.42.206,173.194.41.252,6,3510,80,9,11,4559,4427,1361807858.200152,1361807882.637866,1,0,100
35,147.83.42.206,98.137.80.31,6,3511,80,8,6,4657,592,1361807858.700550,1361807881.085922,1,0,100
36,147.83.42.206,98.137.80.31,6,3512,80,15,12,13993,1814,1361807858.700837,1361807881.087528,1,0,100
37,147.83.42.206,173.194.41.252,6,3513,80,109,31,131459,3972,1361807858.849861,1361808242.364850,1,0,100
38,147.83.42.206,98.139.0.24,6,3514,80,6,6,719,2859,1361807859.730932,1361807860.080618,1,0,100
39,147.83.42.206,173.194.41.238,6,3528,80,27,16,18808,2728,1361807861.272399,1361808111.022350,1,0,100
40,147.83.42.206,173.194.41.230,6,3529,80,234,37,319046,1198,1361807861.273371,1361808111.022253,1,0,100
41,147.83.42.206,173.194.41.230,6,3530,80,54,18,63747,804,1361807861.273655,1361808111.022197,1,0,100
42,147.83.42.206,66.196.116.162,6,3564,80,5,6,441,1897,1361807882.622160,1361807883.061295,1,0,100
43,147.83.42.206,98.139.0.22,6,3565,80,7,6,1480,2499,1361807882.633051,1361807887.544808,1,0,100
44,147.83.42.206,76.13.17.254,6,3622,80,6,6,1876,510,1361807895.894628,1361807901.090710,1,0,100
45,147.83.42.206,188.125.94.163,6,3628,1935,9683,1317,13689789,7622,1361807897.254660,1361807974.781119,1,13,100
46,147.83.42.206,199.127.194.141,6,3633,443,25,34,7264,14027,1361807898.122271,1361808069.575425,4,0,100
47,147.83.42.206,66.196.116.162,6,3638,80,5,6,441,1949,1361807909.742780,1361807910.125082,1,0,100
48,147.83.42.206,77.67.41.198,6,3641,1935,1745,255,2512392,4470,1361807922.841788,1361807938.242037,1,13,100
49,147.83.42.206,98.137.80.31,6,3664,80,14,6,13150,613,1361807999.497250,1361808021.101830,1,0,100
50,147.83.42.206,98.139.239.224,6,3669,80,13,10,11304,1022,1361808054.576707,1361808081.165385,1,0,100
51,147.83.42.206,98.139.239.224,6,3671,80,6,6,2037,513,1361808054.580698,1361808071.135235,1,0,100
52,147.83.42.206,98.139.239.224,6,3672,80,5,6,1346,514,1361808054.580998,1361808071.151845,1,0,100
53,147.83.42.206,98.139.239.224,6,3673,80,15,11,14931,1023,1361808054.581324,1361808081.165582,1,0,100
54,147.83.42.206,98.139.225.43,6,3681,80,19,21,10681,13318,1361808059.300860,1361808081.154124,1,0,100
55,147.83.42.206,98.137.80.31,6,3687,80,166,49,221493,9324,1361808059.369951,1361808111.120358,1,0,100
56,147.83.42.206,98.137.80.31,6,3689,80,256,46,364233,3479,1361808059.371191,1361808087.109206,1,0,100
57,147.83.42.206,98.137.80.31,6,3691,80,67,25,86320,4217,1361808059.371959,1361808086.356919,1,0,100
58,147.83.42.206,98.137.80.31,6,3694,80,17,11,16916,1581,1361808059.373594,1361808081.119288,1,0,100
59,147.83.42.206,98.137.201.232,6,3706,80,12,16,2863,7476,1361808061.067880,1361808139.560865,1,0,100
60,147.83.42.206,98.138.47.199,6,3711,80,6,6,460,1888,1361808063.255377,1361808063.937233,1,0,100
61,147.83.42.206,98.138.243.53,6,3712,80,7,10,1178,3874,1361808063.460605,1361808121.193397,1,0,100
62,147.83.42.206,130.206.192.39,6,3733,80,43,20,52463,878,1361808071.070664,1361808242.368824,1,0,100
63,147.83.42.206,98.137.80.31,6,3782,80,15,10,14180,1735,1361808083.234677,1361808121.122553,1,0,100
64,147.83.42.206,98.137.80.31,6,3784,80,25,17,26695,3489,1361808083.235623,1361808121.121537,1,0,100
65,147.83.42.206,98.137.80.31,6,3785,80,9,8,6075,1045,1361808083.236009,1361808101.118365,1,0,100
66,147.83.42.206,130.206.192.34,6,3786,80,17,11,15507,1376,1361808084.237007,1361808242.369875,1,0,100
67,147.83.42.206,66.119.33.173,6,3788,80,6,7,458,2781,1361808085.598567,1361808121.125399,1,0,100
68,147.83.42.206,76.13.6.174,6,3816,80,5,6,988,1564,1361808092.787821,1361808093.247836,1,0,100
70,147.83.42.206,98.137.80.54,6,3842,80,5,6,244,478,1361808100.834073,1361808111.120395,1,0,100
71,147.83.42.206,98.139.0.22,6,3845,80,7,7,1049,3244,1361808101.397128,1361808101.972362,1,0,100
72,147.83.42.206,74.217.78.184,6,3847,80,6,8,432,1924,1361808102.030546,1361808171.198176,1,0,100
73,147.83.42.206,138.108.7.20,6,3851,80,4,4,418,595,1361808102.136619,1361808113.165004,1,0,100
74,147.83.42.206,98.139.225.13,6,3853,80,5,5,460,728,1361808111.739239,1361808112.179304,1,0,100
75,147.83.42.206,98.137.201.232,6,3865,80,24,34,7741,20770,1361808139.411981,1361808242.510001,1,0,100
76,147.83.42.206,46.228.39.159,6,3867,80,23,24,4023,11206,1361808147.398771,1361808242.398369,1,0,100
77,147.83.42.206,98.137.80.49,6,3869,80,24,13,26239,1584,1361808149.979744,1361808181.129457,1,0,100
78,147.83.42.206,98.137.80.32,6,3872,80,15,11,13833,1622,1361808150.048740,1361808181.125971,1,0,100
79,147.83.42.206,199.127.194.167,6,3877,443,8,7,214,458,1361808150.186646,1361808219.599937,4,0,100
80,147.83.42.206,98.137.80.32,6,3883,80,49,27,63791,2042,1361808151.110359,1361808181.127484,1,0,100
81,147.83.42.206,98.137.80.33,6,3884,80,9,7,4775,881,1361808151.110862,1361808171.123547,1,0,100
82,147.83.42.206,98.137.80.33,6,3885,80,5,6,342,483,1361808151.111371,1361808171.122117,1,0,100
83,147.83.42.206,98.137.80.34,6,3889,80,33,13,41219,995,1361808151.112698,1361808181.126734,1,0,100
84,147.83.42.206,98.137.80.49,6,3892,80,11,9,9077,998,1361808151.136490,1361808181.129524,1,0,100
85,147.83.42.206,87.248.122.122,6,3896,80,6,6,248,2234,1361808151.149260,1361808167.622215,1,0,100
86,147.83.42.206,98.139.225.43,6,3901,80,21,21,11663,12719,1361808151.157890,1361808190.342845,1,0,100
87,147.83.42.206,98.139.225.43,6,3902,80,13,12,6626,6329,1361808151.158300,1361808181.170708,1,0,100
88,147.83.42.206,98.137.80.31,6,3905,80,5,6,343,483,1361808151.272609,1361808171.123430,1,0,100
89,147.83.42.206,98.137.80.31,6,3907,80,5,6,343,483,1361808151.273220,1361808171.122554,1,0,100
90,147.83.42.206,173.194.41.239,6,3913,80,162,25,225322,272,1361808159.625874,1361808242.379672,1,0,100
91,147.83.42.206,64.188.63.2,6,3916,80,7,7,3584,2249,1361808160.396373,1361808162.314459,1,0,100
92,147.83.42.206,188.125.82.157,6,3918,80,5,6,460,1655,1361808160.591710,1361808161.509129,1,0,100
93,147.83.42.206,98.139.240.22,6,3919,80,6,6,384,2429,1361808161.384453,1361808162.269018,1,0,100
94,147.83.42.206,188.125.82.157,6,3920,80,5,6,460,1812,1361808161.457994,1361808162.179942,1,0,100
95,147.83.42.206,130.206.192.40,6,3922,80,26,13,31892,920,1361808161.504835,1361808242.369136,1,0,100
96,147.83.42.206,199.127.194.146,6,3928,443,15,20,5031,6903,1361808162.136826,1361808242.455602,4,0,100
97,147.83.42.206,98.139.240.22,6,3939,80,6,6,384,1907,1361808167.025040,1361808167.441768,1,0,100
98,147.83.42.206,74.6.239.58,6,3940,80,19,12,18461,1869,1361808169.359095,1361808191.124944,1,0,100
99,147.83.42.206,130.206.192.16,6,3941,80,42,18,54084,1194,1361808170.264147,1361808242.372270,1,0,100
100,147.83.42.206,98.137.80.75,6,3944,80,5,6,323,566,1361808170.526993,1361808191.122824,1,0,100
101,147.83.42.206,98.137.80.75,6,3946,80,3,4,217,0,1361808170.633184,1361808181.127416,1,0,100
102,147.83.42.206,206.190.56.191,6,3948,80,5,6,1213,474,1361808170.835960,1361808191.123712,1,0,100
103,147.83.42.206,87.248.122.122,6,3954,80,3,4,217,0,1361808189.472108,1361808201.054481,1,0,100
104,147.83.42.206,98.139.225.43,6,3955,80,8,8,2589,2796,1361808189.474758,1361808211.163513,1,0,100
105,147.83.42.206,98.137.80.32,6,3960,80,672,130,956353,10247,1361808189.476506,1361808241.163368,1,0,100
106,147.83.42.206,98.137.80.32,6,3961,80,43,16,53093,1516,1361808189.476904,1361808217.232171,1,0,100
107,147.83.42.206,98.137.80.32,6,3962,80,6,6,2295,383,1361808189.477223,1361808217.235592,1,0,100
108,147.83.42.206,98.137.80.32,6,3963,80,329,53,472207,1552,1361808189.477543,1361808217.232294,1,0,100
109,147.83.42.206,98.137.80.32,6,3964,80,15,7,15230,1145,1361808189.477879,1361808217.232222,1,0,100
110,147.83.42.206,98.137.80.31,6,3984,80,9,7,6079,511,1361808189.485148,1361808211.130116,1,0,100
113,147.83.42.206,87.248.122.122,6,3989,80,3,4,217,0,1361808189.486869,1361808201.054622,1,0,100
114,147.83.42.206,87.248.122.122,6,3990,80,3,4,217,0,1361808189.487208,1361808201.054612,1,0,100
115,147.83.42.206,87.248.122.122,6,3991,80,3,4,217,0,1361808189.487540,1361808201.054699,1,0,100
116,147.83.42.206,77.238.160.184,6,3993,80,11,9,7595,762,1361808190.992771,1361808211.053139,1,0,100
117,147.83.42.206,77.238.160.184,6,3994,80,13,8,11469,762,1361808190.993070,1361808211.053016,1,0,100
118,147.83.42.206,77.238.160.184,6,3996,80,9,8,6880,381,1361808190.999547,1361808211.052883,1,0,100
119,147.83.42.206,77.238.160.184,6,3997,80,8,6,4893,381,1361808190.999879,1361808211.052980,1,0,100
120,147.83.42.206,54.247.71.231,6,4014,80,6,9,1125,2258,1361808201.348214,1361808242.408087,1,0,100
121,147.83.42.206,107.21.214.228,6,4015,80,5,8,560,2004,1361808202.068594,1361808242.461071,1,0,100
122,147.83.42.206,98.139.0.24,6,4017,80,7,7,952,2975,1361808202.209836,1361808202.796441,1,0,100
123,147.83.42.206,173.252.100.27,6,4020,80,19,10,9466,1576,1361808202.513705,1361808242.476153,1,0,100
124,147.83.42.206,199.127.194.167,6,4023,443,6,6,214,457,1361808205.177593,1361808242.458470,4,0,100
125,147.83.42.206,199.127.194.141,6,4024,443,8,8,3367,356,1361808205.213005,1361808242.454030,4,0,100
126,147.83.42.206,199.127.194.141,6,4025,443,8,8,3367,356,1361808205.213277,1361808242.454795,4,0,100
127,147.83.42.206,76.13.18.77,6,4028,80,24,11,29020,460,1361808206.359495,1361808221.128270,1,0,100
128,147.83.42.206,72.30.196.151,6,4031,80,245,67,345041,4901,1361808208.193373,1361808241.183783,1,0,100
129,147.83.42.206,72.30.196.152,6,4032,80,27,9,33200,460,1361808211.076960,1361808231.211544,1,0,100
130,147.83.42.206,173.252.100.27,6,4034,80,11,7,4727,781,1361808217.115650,1361808242.474377,1,0,100
131,147.83.42.206,173.252.100.27,6,4036,80,11,7,4732,783,1361808217.116362,1361808242.471729,1,0,100
132,147.83.42.206,173.252.100.27,6,4038,80,11,7,4726,777,1361808217.117749,1361808242.473838,1,0,100
133,147.83.42.206,66.196.66.156,6,4041,80,7,9,2434,3575,1361808219.272213,1361808220.527480,1,0,100
134,147.83.42.206,199.127.194.167,6,4042,443,6,6,214,457,1361808219.730642,1361808242.456003,4,0,100
135,147.83.42.206,98.136.114.30,6,4045,80,18,9,19084,508,1361808220.849731,1361808241.166916,1,0,100
136,147.83.42.206,98.136.114.30,6,4046,80,35,19,43677,1043,1361808220.850010,1361808241.167775,1,0,100
137,147.83.42.206,98.137.80.32,6,4066,80,25,13,29715,1824,1361808225.463278,1361808242.462626,1,0,100
138,147.83.42.206,46.228.39.159,6,4067,80,13,14,2300,6512,1361808225.487978,1361808241.960708,1,0,100
139,147.83.42.206,76.13.18.77,6,4070,80,51,14,68620,541,1361808226.044063,1361808241.163958,1,0,100
140,147.83.42.206,72.30.196.151,6,4073,80,99,37,137569,538,1361808226.051233,1361808241.181532,1,0,100
141,147.83.42.206,76.13.18.78,6,4077,80,100,50,139145,541,1361808226.188169,1361808241.165824,1,0,100
142,147.83.42.206,76.13.18.78,6,4078,80,36,11,46720,541,1361808226.188467,1361808241.165952,1,0,100
143,147.83.42.206,98.137.80.32,6,4082,80,51,22,66851,2216,1361808226.272155,1361808242.462693,1,0,100
144,147.83.42.206,173.252.110.27,6,4892,80,1972,1028,1428563,305510,1361975273.176553,1361976418.703395,1,0,100
145,147.83.42.206,130.206.192.25,6,4898,80,192,79,248210,7481,1361975273.926352,1361975753.324154,1,0,100
146,147.83.42.206,130.206.192.9,6,4909,80,10,12,838,424,1361975277.357756,1361975583.326965,1,0,100
147,147.83.42.206,130.206.192.42,6,4911,80,10,12,1250,424,1361975277.376381,1361975583.327047,1,0,100
148,147.83.42.206,173.252.110.27,6,4915,80,11,10,682,1644,1361975278.296702,1361975403.340819,1,0,100
149,147.83.42.206,130.206.192.34,6,4919,80,14,13,6859,409,1361975283.425589,1361975593.327210,1,0,100
150,147.83.42.206,88.221.14.34,6,4921,80,310,139,397647,6495,1361975343.410460,1361975973.391767,1,0,100
151,147.83.42.206,88.221.14.40,6,4924,80,400,188,529797,7320,1361975347.380365,1361975823.335898,1,0,100
152,147.83.42.206,130.206.192.26,6,4931,80,190,121,203687,14837,1361975405.155174,1361975933.318819,1,0,100
153,147.83.42.206,88.221.14.34,6,4932,80,211,116,274602,3508,1361975405.226072,1361975753.335053,1,0,100
154,147.83.42.206,88.221.14.57,6,4938,80,307,138,410515,4379,1361975429.894653,1361975893.330165,1,0,100
155,147.83.42.206,88.221.14.48,6,4940,80,59,37,73850,875,1361975429.898392,1361975543.337127,1,0,100
156,147.83.42.206,88.221.14.80,6,4941,80,470,258,644515,5238,1361975432.943634,1361975813.338072,1,0,100
157,147.83.42.206,88.221.14.48,6,4942,80,18,13,17008,437,1361975439.730563,1361975543.337301,1,0,100
158,147.83.42.206,130.206.192.26,6,4944,80,301,160,387502,11177,1361975471.802178,1361975933.319068,1,0,100
159,147.83.42.206,130.206.192.26,6,4946,80,222,140,262004,13789,1361975471.802754,1361975933.318968,1,0,100
160,147.83.42.206,173.194.34.239,6,4949,80,12,11,3282,284,1361975564.150818,1361975810.198880,1,0,100
161,147.83.42.206,88.221.14.51,6,4954,80,52,35,59908,883,1361975591.978714,1361975803.334715,1,0,100
162,147.83.42.206,77.67.91.41,6,4959,80,7,6,3406,450,1361975803.455123,1361975833.404945,1,0,100
163,147.83.42.206,173.252.100.27,6,4962,80,21,16,1468,2831,1361975865.088856,1361976153.497299,1,0,100
164,147.83.42.206,173.252.100.27,6,4968,80,674,326,354529,132031,1361975881.437027,1361976319.595876,1,0,100
165,147.83.42.206,173.252.100.27,6,4972,80,25,18,8890,6513,1361975952.606890,1361976102.682708,1,0,100
166,147.83.42.206,130.206.192.34,6,4974,80,18,15,9617,1338,1361975954.799892,1361976263.411658,1,0,100
167,147.83.42.206,130.206.192.26,6,4976,80,119,57,127458,5782,1361975954.900589,1361976713.446573,1,0,100
168,147.83.42.206,130.206.192.34,6,4979,80,14,16,2521,1332,1361975958.723507,1361976343.403880,1,0,100
169,147.83.42.206,130.206.192.9,6,4983,80,12,12,4141,455,1361975958.863067,1361976263.411989,1,0,100
170,147.83.42.206,130.206.192.26,6,4989,80,18,15,10197,899,1361975958.866990,1361976273.402906,1,0,100
171,147.83.42.206,130.206.192.42,6,4991,80,14,12,7034,456,1361975958.868163,1361976263.410847,1,0,100
172,147.83.42.206,130.206.192.9,6,4997,80,12,12,3345,448,1361975958.911589,1361976263.411754,1,0,100
173,147.83.42.206,88.221.14.40,6,1025,80,80,36,91806,1770,1361975959.554961,1361976373.415038,1,0,100
174,147.83.42.206,88.221.14.51,6,1027,80,68,39,77941,2186,1361975959.562690,1361976293.435617,1,0,100
175,147.83.42.206,130.206.192.26,6,1028,80,15,14,8199,435,1361975959.868038,1361976263.410169,1,0,100
176,147.83.42.206,130.206.192.26,6,1032,80,13,12,4837,430,1361975959.868981,1361976263.409578,1,0,100
177,147.83.42.206,88.221.14.34,6,1050,80,154,51,206287,1724,1361976071.811938,1361976243.413815,1,0,100
178,147.83.42.206,88.221.14.40,6,1051,80,272,84,347624,3017,1361976073.150777,1361977133.539214,1,0,100
179,147.83.42.206,173.194.34.224,6,1054,443,20,20,3990,1329,1361976182.814084,1361976423.003481,4,0,100
180,147.83.42.206,77.67.91.41,6,1058,80,147,111,157300,25858,1361976378.768937,1361976501.884705,1,0,100
181,147.83.42.206,88.221.14.48,6,1059,80,84,32,103969,1761,1361976378.816076,1361976623.454844,1,0,100
182,147.83.42.206,88.221.14.35,6,1060,80,797,156,1106264,6293,1361976378.849364,1361976773.478496,1,0,100
183,147.83.42.206,77.67.91.41,6,1070,80,141,104,148769,24277,1361976410.093382,1361976493.528625,1,0,100
184,147.83.42.206,77.67.91.41,6,1071,80,126,93,131238,20406,1361976410.093755,1361976493.528486,1,0,100
185,147.83.42.206,77.67.91.41,6,1072,80,178,129,197980,28245,1361976410.094157,1361976543.532002,1,0,100
186,147.83.42.206,77.67.91.41,6,1073,80,142,107,153894,24794,1361976410.094529,1361976501.885612,1,0,100
187,147.83.42.206,88.221.14.34,6,1077,80,414,98,565565,4140,1361976413.153895,1361976882.647728,1,0,100
188,147.83.42.206,130.206.192.34,6,1078,80,10,12,1296,449,1361976413.315106,1361976713.447782,1,0,100
189,147.83.42.206,130.206.192.34,6,1079,80,16,13,9989,449,1361976413.315415,1361976713.447882,1,0,100
190,147.83.42.206,130.206.192.26,6,1080,80,10,12,1273,449,1361976413.315797,1361976713.446821,1,0,100
191,147.83.42.206,88.221.14.48,6,1082,80,51,18,62027,1325,1361976413.648981,1361976543.462924,1,0,100
192,147.83.42.206,88.221.14.48,6,1088,80,16,10,13202,440,1361976418.484777,1361976543.463035,1,0,100
193,147.83.42.206,88.221.14.48,6,1089,80,800,200,1160676,3358,1361976418.485063,1361976438.721007,1,0,100
194,147.83.42.206,88.221.14.48,6,1091,80,16,11,13433,441,1361976418.485688,1361976533.455574,1,0,100
195,147.83.42.206,88.221.14.35,6,1099,80,21,15,16286,445,1361976418.587171,1361976723.469488,1,0,100
196,147.83.42.206,88.221.14.35,6,1100,80,16,13,8858,444,1361976418.587468,1361976723.468593,1,0,100
197,147.83.42.206,173.252.110.27,6,1107,80,354,174,264803,61591,1361976418.890664,1361976946.985985,1,0,100
198,147.83.42.206,77.67.91.41,6,1115,80,24,19,20876,3059,1361976501.984324,1361976553.532331,1,0,100
199,147.83.42.206,173.252.100.27,6,1126,80,264,146,156153,69650,1361976545.312525,1361976823.897509,1,0,100
200,147.83.42.206,173.252.100.27,6,1127,80,10,9,490,924,1361976576.431221,1361976703.551525,1,0,100
201,147.83.42.206,77.67.48.136,6,1130,80,26,20,17458,3005,1361976595.268129,1361976723.496134,1,0,100
202,147.83.42.206,88.221.14.34,6,1132,80,66,25,86104,833,1361976678.163103,1361976803.475495,1,0,100
203,147.83.42.206,77.67.91.41,6,1141,80,22,18,23292,2591,1361976750.360240,1361976813.550151,1,0,100
204,147.83.42.206,77.67.91.41,6,1144,80,18,13,17329,1718,1361976768.031281,1361976823.548739,1,0,100
205,147.83.42.206,77.67.91.41,6,1146,80,10,10,6800,1303,1361976768.034428,1361976823.548641,1,0,100
206,147.83.42.206,62.41.70.116,6,1153,80,592,359,499354,73891,1361976824.722087,1361977972.942751,1,0,100
207,147.83.42.206,130.206.192.26,6,1154,80,16,14,9555,411,1361976824.799324,1361977133.525786,1,0,100
208,147.83.42.206,62.41.70.116,6,1157,80,518,308,455205,61779,1361976824.970144,1361977593.861357,1,0,100
209,147.83.42.206,62.41.70.116,6,1159,80,431,247,378759,48689,1361976824.972118,1361977593.860976,1,0,100
210,147.83.42.206,62.41.70.116,6,1160,80,439,259,369676,55399,1361976824.972513,1361977273.689495,1,0,100
211,147.83.42.206,173.252.110.27,6,1165,80,164,87,103073,27259,1361976826.096298,1361977002.494049,1,0,100
212,147.83.42.206,130.206.192.34,6,1179,80,14,13,5883,439,1361976903.597091,1361977213.528601,1,0,100
213,147.83.42.206,173.252.100.27,6,1184,80,180,76,127863,11752,1361976999.021645,1361977129.784038,1,0,100
214,147.83.42.206,173.252.100.27,6,1185,80,260,121,176037,31176,1361977000.855614,1361977134.853102,1,0,100
215,147.83.42.206,69.171.235.16,6,1187,80,7,6,948,1880,1361977002.914878,1361977017.649090,1,0,100
216,147.83.42.206,69.171.235.16,6,1189,80,12,10,1511,3210,1361977006.133007,1361977067.743527,1,0,100
217,147.83.42.206,173.194.34.224,6,1190,443,18,17,3196,1032,1361977006.264211,1361977246.364011,4,0,100
218,147.83.42.206,69.171.235.16,6,1191,80,13,10,1890,4849,1361977008.477898,1361977077.087788,1,0,100
219,147.83.42.206,69.171.235.16,6,1194,80,7,8,467,440,1361977015.144140,1361977083.693677,1,0,100
220,147.83.42.206,88.221.14.40,6,1200,80,24,14,24921,440,1361977110.694399,1361977233.538229,1,0,100
221,147.83.42.206,130.206.192.34,6,1202,80,15,8,13165,424,1361977134.396986,1361977269.651681,1,0,100
222,147.83.42.206,173.252.110.27,6,1204,80,133,80,49346,37156,1361977153.038832,1361977507.107034,1,0,100
223,147.83.42.206,173.252.110.27,6,1205,80,441,221,256599,79802,1361977153.039250,1361977833.758385,1,0,100
224,147.83.42.206,173.252.110.27,6,1206,80,639,310,382656,104612,1361977153.043183,1361977704.433967,1,0,100
225,147.83.42.206,88.221.14.34,6,1208,80,101,36,130325,1356,1361977157.089128,1361977393.562295,1,0,100
226,147.83.42.206,88.221.14.34,6,1209,80,71,29,86364,1879,1361977159.362964,1361977293.543089,1,0,100
227,147.83.42.206,88.221.14.48,6,1211,80,48,21,57669,927,1361977160.998632,1361977293.543045,1,0,100
228,147.83.42.206,88.221.14.57,6,1213,80,23,11,24947,470,1361977186.324755,1361977263.539431,1,0,100
229,147.83.42.206,66.220.152.19,6,1218,80,81,80,6109,42075,1361977261.523345,1361977653.964641,1,0,100
230,147.83.42.206,66.220.152.19,6,1223,80,5989,6011,8041,8280155,1361977296.312082,1361977531.760888,1,0,100
231,147.83.42.206,66.220.152.19,6,1224,80,5937,6063,5470,8366157,1361977296.401874,1361977488.594926,1,0,100
232,147.83.42.206,88.221.14.35,6,1225,80,123,54,146722,3708,1361977303.866625,1361977743.874473,1,0,100
233,147.83.42.206,69.171.235.16,6,1231,80,9,12,1153,2751,1361977345.752150,1361977422.501535,1,0,100
234,147.83.42.206,69.171.235.16,6,1238,80,7,8,697,1774,1361977421.582010,1361977470.330058,1,0,100
235,147.83.42.206,31.13.77.42,6,1240,80,23,11,21232,434,1361977435.066872,1361977574.345785,1,0,100
236,147.83.42.206,66.220.152.19,6,1244,80,33,34,1970,15742,1361977501.500026,1361977663.974942,1,0,100
237,147.83.42.206,88.221.14.48,6,1247,80,124,50,149375,3819,1361977542.370101,1361977972.939748,1,0,100
238,147.83.42.206,173.252.100.27,6,1248,80,236,121,141773,42055,1361977542.541381,1361977704.141561,1,0,100
239,147.83.42.206,173.194.34.224,6,1250,443,20,18,3246,1683,1361977583.415426,1361977824.690904,4,0,100
240,147.83.42.206,31.13.77.42,6,1256,80,285,84,402116,967,1361977601.757953,1361977779.155649,1,0,100
241,147.83.42.206,88.221.14.48,6,1259,80,819,181,1160393,2986,1361977601.883419,1361977663.948601,1,0,100
242,147.83.42.206,88.221.14.48,6,1262,80,10,7,5987,476,1361977601.912609,1361977693.872168,1,0,100
243,147.83.42.206,88.221.14.43,6,1268,80,791,209,1118724,3805,1361977601.946879,1361977961.187334,1,0,100
244,147.83.42.206,88.221.14.40,6,1272,80,17,10,14298,480,1361977602.064283,1361977743.874546,1,0,100
245,147.83.42.206,88.221.14.40,6,1273,80,208,58,277137,2336,1361977602.064601,1361977972.939901,1,0,100
246,147.83.42.206,88.221.14.40,6,1274,80,815,185,1163198,2429,1361977602.065056,1361977650.780029,1,0,100
247,147.83.42.206,88.221.14.40,6,1275,80,13,12,5501,483,1361977602.065455,1361977903.878535,1,0,100
248,147.83.42.206,88.221.14.48,6,1277,80,6,7,194,526,1361977602.238308,1361977673.869530,1,0,100
249,147.83.42.206,88.221.14.34,6,1280,80,7,8,194,528,1361977602.301115,1361977713.874887,1,0,100
250,147.83.42.206,88.221.14.40,6,1283,80,9,10,388,529,1361977602.304863,1361977743.874508,1,0,100
