#The local date and time: 	Wed Aug 11 19:46:54 2021

#RESULTS , Flows in pcap file
#/mnt/c/Users/ahmad/Desktop/Thesis/pcap_files/test_pcap_output/a15M.pcap
#This file contains the flow five tuple, label and prediction result
#five tuple are the biflow info which is examined for training OR classification
#label : can have values according to translator function see translator.cpp
#label = -1 this is undefined label(unknown)
#label = 254 this means the flow is not found in GTfile 
#prediction : can have values according to the classificaton classes defined 
#in ANN classification with its trained model
#prediction = -1 this means the value is not defined - should be only in training phase
FlowID	Src_ip_address	Dst_ip_address	pro	s_p	d_p	label	pred	pckts
4448512	138.68.65.189	138.197.177.67	6	47008	7010	1	1	5
3775143040	138.68.65.189	134.122.80.82	6	55592	2005	0	0	5
1693409024	138.68.65.189	134.122.80.82	6	55600	2005	0	0	5
917794528	138.68.65.189	138.197.177.67	6	52518	4004	1	1	5
914288192	138.68.65.189	134.122.80.82	6	57142	2006	0	0	5
3674354688	138.68.65.189	134.122.80.82	6	40324	2000	0	0	5
296661920	138.68.65.189	138.68.92.16	6	47634	3012	1	1	5
1675508096	138.68.65.189	138.68.92.16	6	46332	8008	0	0	5
945537632	138.68.65.189	134.122.80.82	6	41718	2009	0	0	5
2587812176	138.68.65.189	138.68.92.16	6	55266	8002	0	0	5
11979968	138.68.65.189	138.68.92.16	6	47644	3012	1	1	5
2181661272	138.68.65.189	138.68.92.16	6	35102	8001	0	1	3
1232854832	138.68.65.189	138.68.65.189	6	53388	3005	1	1	5
2739775680	138.68.65.189	134.122.80.82	6	47286	2002	0	0	5
181784896	138.68.65.189	134.122.80.82	6	40082	2010	0	0	5
355224384	138.68.65.189	138.68.65.189	6	42366	3000	1	1	5
454838656	138.68.65.189	134.122.80.82	6	34728	2007	0	0	5
3570159168	138.68.65.189	138.68.65.189	6	38828	3004	1	1	5
2049364272	138.68.65.189	138.68.65.189	6	43754	6006	0	0	5
1209151136	138.68.65.189	138.197.177.67	6	39860	4010	1	1	5
3076868576	138.68.65.189	134.122.80.82	6	34738	2007	0	0	5
3018152288	138.68.65.189	138.68.65.189	6	51268	3006	1	1	5
2517827344	138.68.65.189	138.68.92.16	6	47218	8010	0	0	5
282376512	138.68.65.189	138.68.65.189	6	38844	3004	1	1	5
1108645888	138.68.65.189	134.122.80.82	6	40064	2011	0	0	5
1832793344	138.68.65.189	134.122.80.82	6	43020	7004	1	1	5
117598616	138.68.65.189	138.68.92.16	6	36270	3009	1	1	5
3121812336	138.68.65.189	138.197.177.67	6	54772	4007	1	1	5
1244693128	138.68.65.189	138.197.177.67	6	38790	7007	1	1	5
2288586496	138.68.65.189	134.122.80.82	6	51610	2008	0	0	5
1952330144	138.68.65.189	138.68.65.189	6	38862	3004	1	1	5
436244480	138.68.65.189	138.197.177.67	6	54048	4000	1	1	5
2412894336	138.68.65.189	134.122.80.82	6	40088	2011	0	0	5
3560874112	138.68.65.189	134.122.80.82	6	40660	7002	1	1	5
1155079288	138.68.65.189	138.197.177.67	6	45974	4009	1	1	5
2314173600	138.68.65.189	138.68.92.16	6	47714	3012	1	1	5
3788753120	138.68.65.189	138.197.177.67	6	34952	4011	1	1	5
2777710304	138.68.65.189	134.122.80.82	6	34786	2007	0	0	5
914734592	138.68.65.189	134.122.80.82	6	49560	2004	0	0	5
2620000800	138.68.65.189	138.197.177.67	6	43496	4001	1	1	5
4169245184	138.68.65.189	134.122.80.82	6	43064	7004	1	1	5
2829001216	138.68.65.189	134.122.80.82	6	40426	2000	0	0	5
3401467008	138.68.65.189	138.68.65.189	6	42444	3000	1	1	5
2342281472	138.68.65.189	134.122.80.82	6	57180	2012	0	0	5
2463749888	138.68.65.189	134.122.80.82	6	43076	7004	1	1	5
2060967936	138.68.65.189	138.197.177.67	6	39936	4010	1	1	5
3095922144	138.68.65.189	138.197.177.67	6	44370	4012	1	1	5
2795259632	138.68.65.189	138.197.177.67	6	57442	4006	1	1	5
1037435072	138.68.65.189	134.122.80.82	6	57266	2006	0	0	5
2991309568	138.68.65.189	138.197.177.67	6	46016	4009	1	1	5
610985440	138.68.65.189	134.122.80.82	6	41838	2009	0	0	5
3775661152	138.68.65.189	138.68.65.189	6	40754	6012	0	0	5
1347152928	138.68.65.189	138.68.92.16	6	52606	8012	0	0	5
1455219064	138.68.65.189	138.68.92.16	6	51650	8003	0	0	5
4162245504	138.68.65.189	134.122.80.82	6	41848	2009	0	0	5
630976176	138.68.65.189	138.68.92.16	6	44702	3010	1	1	5
276664952	138.68.65.189	138.197.177.67	6	39750	7009	1	1	5
64152192	138.68.65.189	134.122.80.82	6	47412	2002	0	0	5
594878664	138.68.65.189	138.68.92.16	6	36362	3009	1	1	5
2958321024	138.68.65.189	134.122.80.82	6	40732	7002	1	1	5
1565080912	138.68.65.189	138.197.177.67	6	35020	4011	1	1	5
1766441088	138.68.65.189	134.122.80.82	6	39960	7003	1	1	5
2674831040	138.68.65.189	134.122.80.82	6	41868	2009	0	0	5
2883846736	138.68.65.189	138.197.177.67	6	43692	7011	1	1	5
2940642592	138.68.65.189	138.68.65.189	6	45618	6004	0	0	5
1726874512	138.68.65.189	138.68.92.16	6	50820	8005	0	0	5
3116864000	138.68.65.189	138.68.92.16	6	38582	3008	1	1	5
781643136	138.68.65.189	134.122.80.82	6	47436	2002	0	0	5
3690156160	138.68.65.189	138.197.177.67	6	35040	4011	1	1	5
675084048	138.68.65.189	138.68.65.189	6	51398	3006	1	1	5
2326216576	138.68.65.189	134.122.80.82	6	40236	2010	0	0	5
2999469248	138.68.65.189	138.197.177.67	6	44436	4012	1	1	5
11277632	138.68.65.189	134.122.80.82	6	40242	2010	0	0	5
4162055520	138.68.65.189	138.197.177.67	6	44442	4012	1	1	5
832484480	138.68.65.189	138.68.92.16	6	52664	8012	0	0	5
395752944	138.68.65.189	138.68.65.189	6	53564	3005	1	1	5
1398070112	138.68.65.189	138.68.65.189	6	34488	6009	0	0	5
1015287264	138.68.65.189	138.197.177.67	6	36150	7012	1	1	5
1576289296	138.68.65.189	138.68.92.16	6	44762	3010	1	1	5
1161919864	138.68.65.189	138.68.65.189	6	39926	3001	1	1	5
2640012768	138.68.65.189	138.197.177.67	6	40028	4010	1	1	5
2310720032	138.68.65.189	138.197.177.67	6	44462	4012	1	1	5
1764288320	138.68.65.189	138.68.65.189	6	39004	3004	1	1	5
2704970816	138.68.65.189	138.68.92.16	6	51760	3007	1	1	5
561307360	138.68.65.189	138.68.92.16	6	55468	8002	0	0	5
4159473384	138.68.65.189	138.68.65.189	6	39938	3001	1	1	5
2614061984	138.68.65.189	134.122.80.82	6	43554	7005	1	1	5
3028766880	138.68.65.189	134.122.80.82	6	34918	2007	0	0	5
3444154256	138.68.65.189	138.68.65.189	6	51446	3006	1	1	5
2663943904	138.68.65.189	134.122.80.82	6	57966	2001	0	0	5
840961808	138.68.65.189	138.68.92.16	6	35316	8001	0	1	3
1123016496	138.68.65.189	138.197.177.67	6	40054	4010	1	1	5
2035900512	138.68.65.189	138.68.92.16	6	40200	8007	0	0	5
3138712064	138.68.65.189	134.122.80.82	6	49704	2004	0	0	5
1053005568	138.68.65.189	134.122.80.82	6	49708	2004	0	0	5
2128801456	138.68.65.189	138.68.65.189	6	43962	6006	0	0	5
2847479192	138.68.65.189	138.68.92.16	6	51794	3007	1	1	5
3991459264	138.68.65.189	138.68.65.189	6	42586	3000	1	1	5
909724160	138.68.65.189	138.197.177.67	6	54228	4000	1	1	5
1353808992	138.68.65.189	138.68.92.16	6	41268	8006	0	0	5
3564210400	138.68.65.189	138.68.65.189	6	51476	3006	1	1	5
958050576	138.68.65.189	138.68.92.16	6	36468	3009	1	1	5
2192503928	138.68.65.189	138.197.177.67	6	55874	4003	1	1	5
154362720	138.68.65.189	134.122.80.82	6	55870	2005	0	0	5
463981760	138.68.65.189	138.68.92.16	6	46590	8008	0	0	5
1378427904	138.68.65.189	138.197.177.67	6	60280	7008	1	1	5
440383360	138.68.65.189	138.68.65.189	6	57328	3002	1	1	5
735130640	138.68.65.189	138.68.92.16	6	40236	8007	0	1	3
554525728	138.68.65.189	138.68.65.189	6	41400	3003	1	1	5
1190375552	138.68.65.189	134.122.80.82	6	57420	2006	0	0	5
4205341680	138.68.65.189	138.68.92.16	6	44838	3010	1	1	5
3909524320	138.68.65.189	134.122.80.82	6	41990	2009	0	0	5
2499095264	138.68.65.189	134.122.80.82	6	55894	2005	0	0	5
1458228256	138.68.65.189	134.122.80.82	6	55898	2005	0	0	5
2998098416	138.68.65.189	138.68.92.16	6	52164	3011	1	1	5
3842995728	138.68.65.189	138.68.92.16	6	41310	8006	0	0	5
3343022600	138.68.65.189	138.68.92.16	6	54926	8011	0	0	5
327519776	138.68.65.189	134.122.80.82	6	40102	7003	1	1	5
2799022336	138.68.65.189	134.122.80.82	6	57372	2012	0	0	5
2899858512	138.68.65.189	138.68.65.189	6	34596	6009	0	0	5
1224141632	138.68.65.189	134.122.80.82	6	57454	2006	0	0	5
4022845952	138.68.65.189	138.68.92.16	6	38726	3008	1	1	5
3801189232	138.68.65.189	138.68.92.16	6	41330	8006	0	0	5
3704758128	138.68.65.189	138.197.177.67	6	55028	4007	1	1	5
2241660288	138.68.65.189	134.122.80.82	6	55928	2005	0	0	5
2602256768	138.68.65.189	134.122.80.82	6	40380	2010	0	0	5
1948312328	138.68.65.189	138.68.65.189	6	41454	3003	1	1	5
3503524264	138.68.65.189	138.68.65.189	6	40050	3001	1	1	5
2908750576	138.68.65.189	138.68.92.16	6	41346	8006	0	0	5
1048133728	138.68.65.189	138.68.65.189	6	44052	6006	0	0	5
2131838144	138.68.65.189	138.197.177.67	6	52860	4004	1	1	5
408359552	138.68.65.189	134.122.80.82	6	43302	7004	1	1	5
2887847328	138.68.65.189	138.68.92.16	6	41356	8006	0	0	5
740936208	138.68.65.189	138.68.65.189	6	40924	6011	0	0	5
3082649088	138.68.65.189	134.122.80.82	6	57416	2012	0	0	5
3046630016	138.68.65.189	138.197.177.67	6	47376	7010	1	1	5
4021628576	138.68.65.189	138.68.92.16	6	52822	8012	0	0	5
3408247960	138.68.65.189	138.68.92.16	6	35438	8001	0	1	3
775521208	138.68.65.189	138.197.177.67	6	46246	4009	1	1	5
1995408672	138.68.65.189	138.68.92.16	6	41372	8006	0	0	5
740258056	138.68.65.189	138.68.92.16	6	36570	3009	1	1	5
2988243584	138.68.65.189	134.122.80.82	6	49452	7006	1	1	5
4036487728	138.68.65.189	138.68.65.189	6	58740	6003	0	0	5
3156591584	138.68.65.189	134.122.80.82	6	55974	2005	0	0	5
886425856	138.68.65.189	138.197.177.67	6	60382	7008	1	1	5
1225377280	138.68.65.189	138.197.177.67	6	54348	4000	1	1	5
3744304216	138.68.65.189	138.68.65.189	6	40954	6011	0	0	5
1393416320	138.68.65.189	138.68.65.189	6	40096	3001	1	1	5
1207114352	138.68.65.189	138.68.92.16	6	36588	3009	1	1	5
3043815984	138.68.65.189	138.68.92.16	6	51892	8003	0	0	5
3619219584	138.68.65.189	138.197.177.67	6	52904	4004	1	1	5
1230152704	138.68.65.189	134.122.80.82	6	51928	2008	0	0	5
2073765312	138.68.65.189	134.122.80.82	6	40966	7002	1	1	5
1553491968	138.68.65.189	134.122.80.82	6	40712	2000	0	0	5
722017656	138.68.65.189	138.68.92.16	6	51906	8003	0	0	5
3162203008	138.68.65.189	134.122.80.82	6	42104	2009	0	0	5
2254935080	138.68.65.189	138.68.92.16	6	36610	3009	1	1	5
3863163408	138.68.65.189	138.68.92.16	6	47570	8010	0	0	5
3422421632	138.68.65.189	134.122.80.82	6	47668	2002	0	0	5
3430218720	138.68.65.189	138.197.177.67	6	35272	4011	1	1	5
2349547840	138.68.65.189	134.122.80.82	6	40466	2010	0	0	5
718914608	138.68.65.189	138.197.177.67	6	39140	7007	1	1	5
1341198304	138.68.65.189	138.68.65.189	6	51636	3006	1	1	5
2389321488	138.68.65.189	138.68.65.189	6	34708	6009	0	0	5
661311008	138.68.65.189	134.122.80.82	6	43754	7005	1	1	5
1030839872	138.68.65.189	138.68.92.16	6	52892	8012	0	0	5
2647115264	138.68.65.189	138.197.177.67	6	60436	7008	1	1	5
1714148648	138.68.65.189	138.68.65.189	6	40146	3001	1	1	5
1941976728	138.68.65.189	138.197.177.67	6	55138	4007	1	1	5
3544025600	138.68.65.189	134.122.80.82	6	39420	7000	1	1	5
2796721152	138.68.65.189	138.68.92.16	6	38844	3008	1	1	5
1753399888	138.68.65.189	138.197.177.67	6	39074	4002	1	1	5
3868655968	138.68.65.189	138.68.92.16	6	52906	8012	0	0	5
1287904272	138.68.65.189	138.68.65.189	6	41564	3003	1	1	5
889749120	138.68.65.189	134.122.80.82	6	49906	2004	0	0	5
2376896800	138.68.65.189	134.122.80.82	6	40246	7003	1	1	5
1118868192	138.68.65.189	138.68.65.189	6	41066	6012	0	0	5
1682137280	138.68.65.189	138.68.65.189	6	45900	6004	0	0	5
1042307688	138.68.65.189	138.68.65.189	6	53818	3005	1	1	5
2344259136	138.68.65.189	138.68.65.189	6	51672	3006	1	1	5
948940448	138.68.65.189	138.197.177.67	6	36402	7012	1	1	5
1448635920	138.68.65.189	138.197.177.67	6	47482	7010	1	1	5
3584526816	138.68.65.189	138.197.177.67	6	56072	4003	1	1	5
4150666416	138.68.65.189	138.197.177.67	6	39102	4002	1	1	5
2121929024	138.68.65.189	138.68.65.189	6	41084	6012	0	0	5
3762991104	138.68.65.189	134.122.80.82	6	39456	7000	1	1	5
582148096	138.68.65.189	138.197.177.67	6	60480	7008	1	1	5
1684394400	138.68.65.189	138.68.92.16	6	36680	3009	1	1	5
2558777440	138.68.65.189	134.122.80.82	6	43806	7005	1	1	5
3996037952	138.68.65.189	138.197.177.67	6	52996	4004	1	1	5
908850112	138.68.65.189	134.122.80.82	6	35172	2007	0	0	5
2775066752	138.68.65.189	134.122.80.82	6	57550	2012	0	0	5
1809648448	138.68.65.189	138.68.92.16	6	60900	8004	0	0	5
3541988144	138.68.65.189	138.68.65.189	6	44202	6006	0	0	5
3340585120	138.68.65.189	138.197.177.67	6	35352	4011	1	1	5
126413440	138.68.65.189	134.122.80.82	6	49580	7006	1	1	5
2966695680	138.68.65.189	134.122.80.82	6	39482	7000	1	1	5
88760312	138.68.65.189	138.68.65.189	6	40214	3001	1	1	5
546606624	138.68.65.189	138.68.92.16	6	47784	8009	0	0	5
797518672	138.68.65.189	138.68.65.189	6	34788	6009	0	0	5
3894143992	138.68.65.189	138.68.92.16	6	36710	3009	1	1	5
4095824576	138.68.65.189	138.68.65.189	6	57560	3002	1	1	5
3582960256	138.68.65.189	138.68.65.189	6	35900	6008	0	0	5
2550879648	138.68.65.189	134.122.80.82	6	43842	7005	1	1	5
45117664	138.68.65.189	134.122.80.82	6	56118	2005	0	0	5
2315498880	138.68.65.189	138.68.92.16	6	52384	3011	1	1	5
2807035200	138.68.65.189	134.122.80.82	6	35212	2007	0	0	5
1302362240	138.68.65.189	138.68.65.189	6	35916	6008	0	0	5
3632471240	138.68.65.189	138.68.92.16	6	40486	8007	0	0	2
407717536	138.68.65.189	138.68.92.16	6	51176	8005	0	0	5
1101848312	138.68.65.189	138.68.92.16	6	40490	8007	0	0	5
3571033440	138.68.65.189	138.68.65.189	6	40248	3001	1	1	5
491486280	138.68.65.189	138.68.65.189	6	40250	3001	1	1	5
868659136	138.68.65.189	134.122.80.82	6	41110	7002	1	1	5
2586005904	138.68.65.189	138.197.177.67	6	55244	4007	1	1	5
138580512	138.68.65.189	134.122.80.82	6	58274	2001	0	0	5
3297857816	138.68.65.189	138.197.177.67	6	46430	4009	1	1	5
2704427568	138.68.65.189	138.68.65.189	6	51762	3006	1	1	5
1694818152	138.68.65.189	138.68.92.16	6	36754	3009	1	1	5
1216491776	138.68.65.189	138.197.177.67	6	60558	7008	1	1	5
1946914816	138.68.65.189	138.197.177.67	6	44800	4012	1	1	5
3038869400	138.68.65.189	138.68.65.189	6	41130	6011	0	0	5
4153628096	138.68.65.189	138.197.177.67	6	44804	4012	1	1	5
1576656128	138.68.65.189	134.122.80.82	6	50020	2004	0	0	5
2915608360	138.68.65.189	138.68.65.189	6	58934	6003	0	0	5
3176969120	138.68.65.189	134.122.80.82	6	58298	2001	0	0	5
405979136	138.68.65.189	138.68.92.16	6	38976	3008	1	1	5
4085307456	138.68.65.189	138.197.177.67	6	47592	7010	1	1	5
658047632	138.68.65.189	138.68.65.189	6	53106	6010	0	0	5
3977264280	138.68.65.189	138.68.92.16	6	51222	8005	0	0	5
2222526080	138.68.65.189	138.68.92.16	6	48200	3012	1	1	5
1548662696	138.68.65.189	138.68.92.16	6	52086	8003	0	0	5
1359345536	138.68.65.189	134.122.80.82	6	35272	2007	0	0	5
361991424	138.68.65.189	138.68.65.189	6	46032	6004	0	0	5
1089311008	138.68.65.189	138.68.92.16	6	45140	3010	1	1	5
3456969472	138.68.65.189	134.122.80.82	6	35280	2007	0	0	5
3753100288	138.68.65.189	138.197.177.67	6	40192	7009	1	1	5
1316737016	138.68.65.189	138.68.65.189	6	41170	6011	0	0	5
1777089408	138.68.65.189	138.68.65.189	6	35988	6008	0	0	5
1913932768	138.68.65.189	138.68.65.189	6	46046	6004	0	0	5
887669688	138.68.65.189	138.68.65.189	6	34886	6009	0	0	5
769169408	138.68.65.189	138.197.177.67	6	53120	4004	1	1	5
3255498368	138.68.65.189	138.197.177.67	6	44128	7011	1	1	5
2684821808	138.68.65.189	138.68.92.16	6	55854	8002	0	0	5
1589069408	138.68.65.189	134.122.80.82	6	58342	2001	0	0	5
648231328	138.68.65.189	138.68.65.189	6	40328	3001	1	1	5
3138434624	138.68.65.189	134.122.80.82	6	47874	2002	0	0	5
120922624	138.68.65.189	134.122.80.82	6	43576	7004	1	1	5
1227112032	138.68.65.189	134.122.80.82	6	40626	2011	0	1	5
1486046016	138.68.65.189	134.122.80.82	6	56228	2005	0	0	5
3275956256	138.68.65.189	138.197.177.67	6	44152	7011	1	1	5
232829952	138.68.65.189	138.68.92.16	6	48372	8000	0	0	3
3142956736	138.68.65.189	138.68.92.16	6	40592	8007	0	0	2
2187524096	138.68.65.189	134.122.80.82	6	52176	2008	0	0	5
3653265792	138.68.65.189	138.68.65.189	6	51856	3006	1	1	5
643166016	138.68.65.189	138.68.65.189	6	42974	3000	1	1	5
1262453920	138.68.65.189	138.197.177.67	6	44040	4001	1	1	5
2009279808	138.68.65.189	134.122.80.82	6	35340	2007	0	0	5
1193104384	138.68.65.189	138.68.92.16	6	32832	8004	0	0	5
236044960	138.68.65.189	138.197.177.67	6	44902	4012	1	1	5
319912952	138.68.65.189	138.68.92.16	6	55282	8011	0	0	5
156170768	138.68.65.189	138.68.92.16	6	47826	8010	0	1	5
1706328000	138.68.65.189	134.122.80.82	6	41238	7002	1	1	5
926278592	138.68.65.189	138.68.65.189	6	36058	6008	0	0	5
672334080	138.68.65.189	134.122.80.82	6	39654	7000	1	1	5
3306416384	138.68.65.189	134.122.80.82	6	50132	2004	0	0	5
2263197920	138.68.65.189	138.68.92.16	6	32854	8004	0	0	5
3670673856	138.68.65.189	138.68.92.16	6	48300	3012	1	1	5
1036757088	138.68.65.189	138.68.92.16	6	48302	3012	1	1	5
379186432	138.68.65.189	138.197.177.67	6	36624	7012	1	1	5
1968384800	138.68.65.189	138.197.177.67	6	46568	4009	1	1	5
1538698912	138.68.65.189	138.68.65.189	6	51900	3006	1	1	5
719758344	138.68.65.189	138.68.65.189	6	54050	3005	1	1	5
2127368704	138.68.65.189	138.68.65.189	6	51904	3006	1	1	5
343807936	138.68.65.189	134.122.80.82	6	42396	2009	0	0	5
424009592	138.68.65.189	138.197.177.67	6	39418	7007	1	1	5
98124800	138.68.65.189	134.122.80.82	6	58432	2001	0	0	5
1931283136	138.68.65.189	138.68.92.16	6	47022	8008	0	0	5
3519818240	138.68.65.189	138.197.177.67	6	54676	4000	1	1	5
1942088832	138.68.65.189	138.197.177.67	6	53224	4004	1	1	5
2109386816	138.68.65.189	138.197.177.67	6	44956	4012	1	1	5
4077445440	138.68.65.189	134.122.80.82	6	40508	7003	1	1	5
946609072	138.68.65.189	138.197.177.67	6	35572	4011	1	1	5
4060522960	138.68.65.189	138.197.177.67	6	55420	4007	1	1	5
567062912	138.68.65.189	138.68.92.16	6	47036	8008	0	0	5
392259584	138.68.65.189	138.68.92.16	6	41728	8006	0	0	5
647449112	138.68.65.189	138.68.65.189	6	35006	6009	0	0	5
2966916944	138.68.65.189	138.68.92.16	6	55970	8002	0	0	5
526400928	138.68.65.189	134.122.80.82	6	58458	2001	0	0	5
2406620672	138.68.65.189	134.122.80.82	6	41046	2000	0	0	5
2516930240	138.68.65.189	138.68.65.189	6	41348	6012	0	0	5
3875604416	138.68.65.189	134.122.80.82	6	43676	7001	1	1	5
2486038144	138.68.65.189	138.68.65.189	6	46184	6004	0	0	5
2653442232	138.68.65.189	138.68.92.16	6	40698	8007	0	1	3
2146611328	138.68.65.189	138.197.177.67	6	39376	4002	1	1	5
3031304192	138.68.65.189	134.122.80.82	6	39728	7000	1	1	5
494969856	138.68.65.189	138.197.177.67	6	44992	4012	1	1	5
2778572288	138.68.65.189	138.68.92.16	6	39154	3008	1	1	5
782502248	138.68.65.189	138.197.177.67	6	55454	4007	1	1	5
984248112	138.68.65.189	138.197.177.67	6	40566	4010	1	1	5
326349824	138.68.65.189	138.197.177.67	6	60760	7008	1	1	5
1713436992	138.68.65.189	138.68.65.189	6	43086	3000	1	1	5
3593676032	138.68.65.189	134.122.80.82	6	39742	7000	1	1	5
2979481600	138.68.65.189	134.122.80.82	6	57824	2012	0	0	5
3198330544	138.68.65.189	138.68.92.16	6	52628	3011	1	1	5
2587608976	138.68.65.189	138.68.65.189	6	41340	6011	0	0	5
2965551040	138.68.65.189	134.122.80.82	6	40564	7003	1	1	5
277067904	138.68.65.189	134.122.80.82	6	43726	7004	1	1	5
998761640	138.68.65.189	138.68.92.16	6	52278	8003	0	0	5
3095466752	138.68.65.189	134.122.80.82	6	40824	2010	0	0	5
3249192064	138.68.65.189	138.197.177.67	6	46788	4008	1	1	5
116590080	138.68.65.189	138.68.92.16	6	39186	3008	1	1	5
4145955392	138.68.65.189	138.68.92.16	6	48404	3012	1	1	5
149810616	138.68.65.189	138.68.92.16	6	35862	8001	0	1	3
846785520	138.68.65.189	138.68.65.189	6	44498	6006	0	0	5
2484200264	138.68.65.189	138.197.177.67	6	55494	4007	1	1	5
3945747456	138.68.65.189	138.68.92.16	6	48532	8000	0	0	3
3041253432	138.68.65.189	138.197.177.67	6	56402	4003	1	1	5
2112272384	138.68.65.189	134.122.80.82	6	41112	2000	0	0	5
3247048000	138.68.65.189	138.197.177.67	6	46810	4008	1	1	5
24047744	138.68.65.189	134.122.80.82	6	43758	7004	1	1	5
