inst,label,pred,error,prediction
319,3,3,,0.999
320,3,3,,0.999
321,3,3,,0.998
322,3,3,,0.999
323,3,3,,0.999
324,3,3,,0.999
325,3,3,,0.999
326,1,1,,0.999
327,1,1,,0.994
328,3,3,,0.998
329,3,3,,0.999
330,1,1,,0.998
331,1,1,,0.999
332,1,1,,0.999
333,1,1,,0.991
334,1,1,,0.998
335,1,1,,0.994
336,1,1,,0.994
337,1,1,,0.994
338,1,1,,0.999
339,1,1,,0.998
340,1,1,,0.992
341,3,3,,0.999
342,3,3,,0.998
343,1,1,,0.994
344,1,1,,0.998
345,1,1,,0.995
346,1,1,,0.994
347,1,1,,0.994
348,1,1,,0.994
349,1,1,,0.998
350,1,1,,0.998
351,1,1,,0.998
352,1,1,,0.992
353,1,1,,0.998
354,1,1,,0.998
355,3,3,,0.999
356,3,3,,0.999
357,3,3,,0.999
358,3,3,,0.998
359,1,1,,0.998
360,3,3,,0.998
361,3,3,,0.999
362,3,3,,0.998
363,1,1,,0.998
364,1,1,,0.998
365,1,1,,0.998
366,2,2,,0.996
367,2,2,,0.996
368,2,2,,0.995
369,2,2,,0.995
370,2,2,,0.995
371,2,2,,0.996
372,2,2,,0.996
373,2,2,,0.996
374,2,2,,0.996
375,2,2,,0.996
376,3,3,,0.844
377,3,3,,0.84
378,3,3,,0.67
379,3,3,,0.862
380,2,2,,0.996
381,2,2,,0.996
382,2,2,,0.996
383,3,3,,0.843
384,2,2,,0.996
385,3,3,,0.711
386,2,2,,0.996
387,3,5,+,0.996
388,3,3,,0.839
389,2,2,,0.996
390,2,2,,0.996
391,2,2,,0.995
392,3,5,+,0.806
393,3,3,,0.832
394,2,2,,0.996
395,3,3,,0.863
396,2,2,,0.996
397,2,2,,0.996
398,3,3,,0.821
399,3,3,,0.833
400,2,2,,0.996
401,2,2,,0.996
402,2,2,,0.996
403,2,2,,0.996
404,2,2,,0.996
405,2,2,,0.996
406,0,0,,0.999
407,0,0,,0.997
408,0,0,,0.999
409,0,0,,0.999
410,0,0,,0.999
411,0,0,,0.999
412,0,0,,0.997
413,0,0,,0.996
414,0,0,,0.997
415,0,0,,0.999
416,0,0,,0.999
417,0,0,,0.996
418,0,0,,0.999
419,0,0,,0.996
420,0,0,,0.998
421,0,0,,0.999
422,0,0,,0.996
423,0,0,,0.999
424,0,0,,0.999
425,0,0,,0.999
426,5,5,,0.997
427,0,0,,0.996
428,0,0,,0.997
429,0,0,,0.999
430,0,0,,0.999
431,0,0,,0.999
432,0,0,,0.999
433,0,0,,0.997
434,5,5,,0.997
435,5,5,,0.996
436,5,5,,0.863
437,0,0,,0.999
438,5,5,,0.997
439,5,5,,0.997
440,5,5,,0.997
441,5,5,,0.999
442,0,0,,1
443,5,3,+,0.782
444,5,5,,0.596
445,5,5,,0.998
446,0,0,,0.999
447,5,5,,0.999
448,5,5,,0.997
449,0,0,,0.999
450,0,0,,0.999
451,0,0,,0.998
452,5,5,,0.997
453,5,5,,0.998
454,5,5,,0.997
455,0,0,,0.999
456,5,5,,0.997
457,5,5,,0.825
458,5,5,,0.998
459,5,5,,0.997
460,5,5,,0.997
461,5,5,,0.692
462,0,0,,0.999
463,5,5,,0.997
464,5,3,+,0.786
465,5,5,,0.997
466,5,5,,0.805
467,5,5,,0.997
468,0,0,,0.999
469,5,5,,0.997
470,5,3,+,0.822
471,5,5,,0.997
472,0,0,,0.999
473,0,0,,0.999
474,0,0,,0.999
475,0,0,,0.999
476,5,5,,0.997
477,0,0,,0.999
478,0,0,,0.997
479,0,0,,0.999
480,0,0,,0.999
481,5,3,+,0.785
482,0,0,,0.997
483,0,0,,0.999
484,0,0,,0.999
485,5,5,,0.997
486,5,5,,0.998
487,4,4,,0.998
488,4,4,,0.999
489,4,4,,0.999
490,4,4,,0.998
491,4,4,,0.999
492,4,4,,0.999
493,4,4,,0.999
494,4,4,,0.999
495,4,4,,0.999
496,4,4,,0.999
497,4,4,,0.998
498,4,4,,0.998
499,4,4,,0.999
500,4,4,,0.999
501,4,4,,0.999
502,4,4,,0.999
503,5,5,,0.935
504,5,5,,0.999
505,5,5,,0.857
506,4,4,,0.999
507,5,5,,0.886
508,5,5,,0.886
509,5,5,,0.877
510,5,5,,0.885
511,5,5,,0.885
512,4,4,,0.999
513,4,4,,0.999
514,4,4,,0.993
515,4,4,,1
516,4,4,,0.999
517,4,4,,0.999
518,4,4,,0.984
519,5,5,,0.893
520,5,5,,0.733
521,4,4,,0.999
522,4,4,,0.989
523,4,4,,0.998
524,4,4,,0.999
525,4,4,,0.999
526,4,4,,0.999
527,5,5,,0.999
528,5,5,,0.883
529,4,4,,0.999
530,5,3,+,0.645
531,4,4,,0.999
532,4,4,,0.999
533,5,5,,0.995
534,5,5,,0.999
535,5,5,,0.866
536,4,4,,0.998
537,4,4,,0.999
538,5,5,,0.885
539,4,4,,0.998
540,4,4,,0.997
541,4,4,,0.999
542,4,4,,0.999
543,4,4,,0.999
544,4,4,,0.999
545,4,4,,0.998
546,4,4,,0.999
547,5,5,,0.884
548,5,5,,0.878
549,4,4,,0.999
550,4,4,,0.999
551,5,3,+,0.802
552,4,4,,0.999
553,4,4,,1
554,3,3,,0.999
555,3,3,,0.999
556,3,3,,0.999
557,1,1,,0.999
558,1,1,,0.994
559,1,1,,0.994
560,1,1,,0.998
561,1,1,,0.994
562,1,1,,0.998
563,1,1,,0.998
564,1,1,,0.994
565,1,1,,0.998
566,3,3,,0.999
567,3,3,,0.998
568,1,1,,0.994
569,1,1,,0.998
570,3,3,,0.999
571,3,3,,0.999
572,3,3,,0.999
573,3,3,,0.998
574,3,3,,0.999
575,3,3,,0.999
576,3,3,,0.998
577,3,3,,0.999
578,3,3,,0.999
579,3,3,,0.999
580,3,3,,0.998
581,3,3,,0.999
582,3,3,,0.999
583,3,3,,0.999
584,1,1,,0.994
585,1,1,,0.998
586,1,1,,0.998
587,1,1,,0.994
588,1,1,,0.998
589,1,1,,0.998
590,1,1,,0.999
591,1,1,,0.994
592,1,1,,0.998
593,1,1,,0.994
594,1,1,,0.995
595,1,1,,0.998
596,1,1,,0.998
597,1,1,,0.998
598,1,1,,0.998
599,1,1,,0.998
600,1,1,,0.998
601,3,3,,0.999
602,3,3,,0.999
603,3,3,,0.999
604,1,1,,0.998
605,1,1,,0.998
606,3,3,,0.998
607,1,1,,0.994
608,3,3,,0.999
609,3,3,,0.999
610,1,1,,0.998
611,1,1,,0.998
612,1,1,,0.998
613,1,1,,0.998
614,2,2,,0.996
615,2,2,,0.996
616,2,2,,0.995
617,2,2,,0.996
618,2,2,,0.995
619,2,2,,0.995
620,2,2,,0.996
621,2,2,,0.996
622,2,2,,0.996
623,2,2,,0.996
624,3,3,,0.819
625,3,5,+,0.991
626,3,3,,0.865
627,3,3,,0.854
628,3,3,,0.797
629,2,2,,0.996
630,2,2,,0.997
631,3,3,,0.814
632,3,5,+,0.654
633,2,2,,0.996
634,2,2,,0.996
635,2,2,,0.996
636,2,2,,0.995
637,2,2,,0.996
638,3,5,+,0.559
639,3,3,,0.649
640,2,2,,0.995
641,3,3,,0.768
642,3,3,,0.839
643,2,2,,0.996
644,2,2,,0.996
645,2,2,,0.996
646,2,2,,0.996
647,3,5,+,0.849
648,3,5,+,0.595
649,2,2,,0.996
650,2,2,,0.996
651,3,3,,0.844
652,2,2,,0.996
653,2,2,,0.996
654,2,2,,0.996
655,2,2,,0.996
656,2,2,,0.996
657,2,2,,0.996
658,2,2,,0.996
659,2,2,,0.996
660,3,3,,0.836
661,2,2,,0.996
662,2,2,,0.996
663,2,2,,0.996
664,2,2,,0.996
665,2,2,,0.996
666,2,2,,0.996
667,2,2,,0.996
668,2,2,,0.995
669,2,2,,0.996
670,0,0,,0.996
671,0,0,,0.999
672,0,0,,0.996
673,0,0,,1
674,0,0,,0.996
675,0,0,,0.999
676,0,0,,0.999
677,0,0,,0.997
678,0,0,,0.998
679,0,0,,0.999
680,0,0,,0.999
681,0,0,,0.999
682,0,0,,0.999
683,0,0,,0.999
684,0,0,,0.997
685,0,0,,0.999
686,0,0,,0.999
687,0,0,,0.999
688,0,0,,0.997
689,0,0,,0.998
690,5,5,,0.997
691,0,0,,0.999
692,0,0,,0.999
693,0,0,,0.999
694,5,5,,0.997
695,5,5,,0.997
696,0,0,,0.997
697,0,0,,0.999
698,5,5,,0.997
699,5,5,,0.998
700,0,0,,0.999
701,0,0,,0.999
702,0,0,,0.997
703,5,5,,0.997
704,5,5,,0.997
705,5,5,,0.999
706,0,0,,0.999
707,5,5,,0.997
708,5,5,,0.998
709,5,5,,0.995
710,0,0,,0.999
711,5,5,,0.996
712,0,0,,0.999
713,0,0,,0.999
714,5,5,,0.997
715,0,0,,0.999
716,5,5,,0.996
717,5,5,,0.997
718,5,5,,0.996
719,0,0,,0.999
720,0,0,,0.999
721,0,0,,0.997
722,0,0,,0.996
723,5,5,,0.997
724,0,0,,0.997
725,5,5,,0.996
726,0,0,,0.997
727,0,0,,0.997
728,0,0,,0.999
729,0,0,,0.999
730,0,0,,0.999
731,4,4,,0.999
732,4,4,,0.998
733,5,5,,0.979
734,4,4,,0.999
735,5,5,,0.999
736,5,5,,0.909
737,5,5,,0.898
738,5,5,,0.999
739,5,5,,0.875
740,4,4,,1
741,4,4,,0.999
742,4,4,,0.999
743,4,4,,0.998
744,5,5,,0.537
745,4,4,,0.999
746,3,3,,0.999
747,1,1,,0.999
748,1,1,,0.998
749,1,1,,0.998
750,1,1,,0.994
751,3,3,,0.999
752,1,1,,0.998
753,3,3,,0.999
754,3,3,,0.998
755,1,1,,0.998
756,3,3,,0.999
757,3,3,,0.998
758,3,3,,0.999
759,3,3,,0.999
760,3,3,,0.999
761,1,1,,0.999
762,3,3,,0.999
763,1,1,,0.994
764,1,1,,0.994
765,1,1,,0.994
766,1,1,,0.995
767,1,1,,0.994
768,1,1,,0.998
769,3,3,,0.998
770,1,1,,0.994
771,3,3,,0.999
772,1,1,,0.998
773,2,2,,0.996
774,2,2,,0.996
775,2,2,,0.996
776,2,2,,0.996
777,2,2,,0.996
778,3,5,+,0.955
779,2,2,,0.996
780,2,2,,0.996
781,2,2,,0.996
782,2,2,,0.995
783,3,5,+,0.559
784,2,2,,0.996
785,3,3,,0.683
786,3,3,,0.845
787,3,3,,0.663
788,2,2,,0.996
789,2,2,,0.996
790,3,3,,0.836
791,2,2,,0.996
792,2,2,,0.996
793,3,3,,0.697
794,3,5,+,0.822
795,2,2,,0.996
796,2,2,,0.996
797,3,5,+,0.824
798,2,2,,0.995
799,3,3,,0.753
800,0,0,,0.999
801,0,0,,0.999
802,0,0,,0.999
803,0,0,,0.998
804,0,0,,0.999
805,0,0,,0.999
806,0,0,,0.999
807,0,0,,0.999
808,0,0,,0.997
809,5,5,,0.997
810,0,0,,0.999
811,0,0,,0.999
812,5,5,,0.997
813,5,5,,0.998
814,5,5,,0.997
815,0,0,,0.999
816,5,5,,0.998
817,5,5,,0.997
818,5,5,,0.997
819,0,0,,0.999
820,5,5,,0.997
821,0,0,,0.999
822,0,0,,0.999
823,5,5,,0.997
824,0,0,,0.999
825,0,0,,0.998
826,5,5,,0.997
827,0,0,,0.999
828,0,0,,0.999
829,5,5,,0.997
830,0,0,,0.999
831,4,4,,1
832,4,4,,0.999
833,4,4,,0.999
834,4,4,,0.999
835,4,4,,0.999
836,4,4,,0.998
837,4,4,,0.999
838,4,4,,0.999
839,4,4,,0.999
840,4,4,,0.999
841,4,4,,0.999
842,4,4,,0.999
843,4,4,,1
844,5,5,,0.876
845,4,4,,0.999
846,5,5,,0.887
847,5,5,,0.894
848,4,4,,0.999
849,4,4,,0.999
850,5,5,,0.885
851,4,4,,0.999
852,5,5,,0.885
853,5,5,,0.963
854,5,5,,0.853
855,5,5,,0.887
856,4,4,,0.998
857,4,4,,0.999
858,5,5,,0.885
859,4,4,,0.999
860,5,3,+,0.827
861,5,5,,0.999
862,5,5,,0.885
863,5,5,,0.808
864,4,4,,0.998
865,4,4,,0.98
866,4,4,,0.998
867,4,4,,0.999
868,5,5,,0.879
869,4,4,,0.998
870,4,4,,0.998
871,4,4,,0.999
872,5,5,,0.999
873,4,4,,0.998
874,4,4,,1
875,4,4,,0.999
876,4,4,,0.999
877,4,4,,0.998
878,4,4,,0.999
879,5,5,,0.957
880,3,3,,0.999
881,3,3,,0.999
882,1,1,,0.994
883,3,3,,0.999
884,1,1,,0.994
885,3,3,,0.999
886,1,1,,0.994
887,1,1,,0.998
888,1,1,,0.994
889,3,3,,0.999
890,3,3,,0.999
891,1,1,,0.998
892,3,3,,0.999
893,1,1,,0.994
894,1,1,,0.994
895,3,3,,0.999
896,1,1,,0.994
897,1,1,,0.994
898,1,1,,0.998
899,1,1,,0.993
900,1,1,,0.994
901,1,1,,0.998
902,3,3,,0.999
903,3,3,,0.999
904,3,3,,0.999
905,3,3,,0.999
906,3,3,,0.998
907,1,1,,0.998
908,3,3,,0.999
909,3,3,,0.999
910,3,3,,0.999
911,1,1,,0.998
912,3,3,,0.998
913,3,3,,0.998
914,1,1,,0.998
915,3,3,,0.999
916,3,3,,0.999
917,1,1,,0.998
918,1,1,,0.998
919,1,1,,0.998
920,3,3,,0.999
921,3,3,,0.999
922,1,1,,0.999
923,3,3,,0.999
924,1,1,,0.994
925,1,1,,0.995
926,1,1,,0.998
927,1,1,,0.999
928,1,1,,0.997
929,3,3,,0.999
930,1,1,,0.998
931,1,1,,0.998
932,1,1,,0.998
933,1,1,,0.998
934,1,1,,0.994
935,1,1,,0.999
936,1,1,,0.998
937,1,1,,0.998
938,1,1,,0.998
939,1,1,,0.994
940,1,1,,0.998
941,1,1,,0.998
942,1,1,,0.998
943,3,3,,0.999
944,3,3,,0.999
945,1,1,,0.998
946,3,3,,0.998
947,1,1,,0.994
948,3,3,,0.851
949,2,2,,0.996
950,2,2,,0.996
951,2,2,,0.996
952,2,2,,0.996
953,2,2,,0.996
954,2,2,,0.996
955,2,2,,0.996
956,2,2,,0.995
957,2,2,,0.996
958,2,2,,0.996
959,2,2,,0.996
960,2,2,,0.996
961,2,2,,0.996
962,2,2,,0.996
963,2,2,,0.996
964,3,5,+,0.885
965,2,2,,0.996
966,3,5,+,0.879
967,3,3,,0.868
968,3,5,+,0.624
969,3,3,,0.672
970,3,3,,0.834
971,2,2,,0.996
972,2,2,,0.996
973,2,2,,0.996
974,2,2,,0.996
975,3,3,,0.627
976,2,2,,0.996
977,2,2,,0.996
978,2,2,,0.996
979,3,3,,0.536
980,2,2,,0.996
981,2,2,,0.996
982,2,2,,0.995
983,2,2,,0.996
984,3,3,,0.554
985,2,2,,0.995
986,2,2,,0.996
987,2,2,,0.996
988,2,2,,0.996
989,3,3,,0.716
990,2,2,,0.996
991,2,2,,0.996
992,3,5,+,0.997
993,3,5,+,0.836
994,2,2,,0.996
995,2,2,,0.996
996,2,2,,0.996
997,2,2,,0.996
998,2,2,,0.996
999,2,2,,0.996
1000,2,2,,0.996
1001,2,2,,0.996
1002,0,0,,0.999
1003,0,0,,0.999
1004,0,0,,0.997
1005,0,0,,0.999
1006,0,0,,0.996
1007,0,0,,0.999
1008,0,0,,0.999
1009,0,0,,0.996
1010,0,0,,0.996
1011,0,0,,0.999
1012,0,0,,0.996
1013,0,0,,0.999
1014,0,0,,0.999
1015,0,0,,0.997
1016,0,0,,0.999
1017,0,0,,0.999
1018,0,0,,0.999
1019,0,0,,0.999
1020,0,0,,0.997
1021,0,0,,0.996
1022,0,0,,0.997
1023,0,0,,0.996
1024,5,5,,0.996
1025,0,0,,0.995
1026,5,5,,0.997
1027,0,0,,0.999
1028,5,5,,0.998
1029,0,0,,0.998
1030,5,5,,0.996
1031,5,5,,0.996
1032,0,0,,0.996
1033,5,5,,0.997
1034,5,5,,0.997
1035,5,5,,0.996
1036,5,5,,0.976
1037,5,5,,0.765
1038,5,3,+,0.543
1039,5,5,,0.998
1040,0,0,,0.996
1041,0,0,,0.997
1042,5,5,,0.996
1043,5,5,,0.998
1044,0,0,,0.999
1045,5,5,,0.998
1046,5,5,,0.998
1047,0,0,,0.996
1048,0,0,,0.999
1049,0,0,,0.996
1050,5,5,,0.997
1051,5,5,,0.996
1052,5,3,+,0.672
1053,0,0,,0.999
1054,5,5,,0.998
1055,5,5,,0.997
1056,0,0,,0.996
1057,5,5,,0.998
1058,0,0,,0.996
1059,5,5,,0.997
1060,0,0,,0.997
1061,0,0,,0.999
1062,0,0,,0.999
1063,0,0,,0.996
1064,5,5,,0.997
1065,0,0,,0.999
1066,5,5,,0.997
1067,4,4,,0.999
1068,4,4,,0.987
1069,4,4,,0.999
1070,4,4,,0.999
1071,4,4,,0.999
1072,4,4,,0.999
1073,4,4,,0.999
1074,4,4,,1
1075,4,4,,0.999
1076,4,4,,0.999
1077,4,4,,0.999
1078,4,4,,0.999
1079,4,4,,0.999
1080,4,4,,1
1081,4,4,,1
1082,4,4,,0.999
1083,4,4,,0.999
1084,4,4,,0.991
1085,5,5,,0.886
1086,5,5,,0.885
1087,4,4,,0.998
1088,5,5,,0.885
1089,4,4,,1
1090,4,4,,0.998
1091,4,4,,0.997
1092,4,4,,0.999
1093,4,4,,0.992
1094,4,4,,0.999
1095,5,5,,0.885
1096,4,4,,0.999
1097,4,4,,0.999
1098,4,4,,0.998
1099,5,5,,0.84
1100,4,4,,0.999
1101,5,5,,0.999
1102,4,4,,1
1103,4,4,,0.999
1104,5,5,,0.86
1105,4,4,,0.999
1106,5,5,,0.886
1107,4,4,,0.998
1108,5,5,,0.889
1109,4,4,,0.999
1110,5,5,,0.999
1111,4,4,,0.998
1112,4,4,,0.999
1113,5,5,,0.867
1114,5,5,,0.885
1115,5,5,,0.999
1116,5,5,,0.891
1117,5,5,,0.685
1118,4,4,,0.999
1119,4,4,,0.999
1120,4,4,,0.998
1121,4,4,,0.999
1122,5,5,,0.885
1123,5,5,,0.886
1124,5,5,,0.91
1125,5,5,,0.878
1126,5,5,,0.885
1127,4,4,,0.999
1128,5,5,,0.885
1129,4,4,,0.999
1130,4,4,,0.998
1131,4,4,,0.998
1132,4,4,,0.999
1133,4,4,,0.999
1134,4,4,,0.996
1135,4,4,,0.999
1136,4,4,,0.999
1137,4,4,,0.999
1138,4,4,,0.999
1139,5,5,,0.999
1140,5,3,+,0.784
1141,5,5,,0.883
1142,3,3,,0.999
1143,1,1,,0.998
1144,1,1,,0.998
1145,3,3,,0.999
1146,1,1,,0.998
1147,3,3,,0.999
1148,3,3,,0.999
1149,1,1,,0.998
1150,1,1,,0.994
1151,3,3,,0.999
1152,3,3,,0.999
1153,3,3,,0.998
1154,3,3,,0.998
1155,3,3,,0.999
1156,1,1,,0.999
1157,1,1,,0.994
1158,1,1,,0.994
1159,1,1,,0.998
1160,3,3,,0.999
1161,3,3,,0.998
1162,1,1,,0.998
1163,1,1,,0.999
1164,3,3,,0.999
1165,1,1,,0.998
1166,3,3,,0.998
1167,1,1,,0.998
1168,3,3,,0.999
1169,3,3,,0.999
1170,1,1,,0.998
1171,1,1,,0.998
1172,3,3,,0.997
1173,1,1,,0.998
1174,3,3,,0.999
1175,3,3,,0.999
1176,1,1,,0.999
1177,3,3,,0.999
1178,3,3,,0.999
1179,3,3,,0.999
1180,1,1,,0.998
1181,1,1,,0.999
1182,3,3,,0.999
1183,3,3,,0.998
1184,1,1,,0.999
1185,3,3,,0.998
1186,1,1,,0.998
1187,1,1,,0.998
1188,3,3,,0.999
1189,1,1,,0.999
1190,1,1,,0.999
1191,1,1,,0.999
1192,1,1,,0.998
1193,1,1,,0.998
1194,1,1,,0.998
1195,1,1,,0.998
1196,1,1,,0.994
1197,1,1,,0.998
1198,3,3,,0.999
1199,1,1,,0.998
1200,1,1,,0.998
1201,3,3,,0.999
1202,3,3,,0.537
1203,3,3,,0.84
1204,3,5,+,0.962
1205,3,3,,0.627
1206,3,3,,0.76
1207,2,2,,0.996
1208,2,2,,0.996
1209,3,3,,0.832
1210,3,3,,0.822
1211,3,3,,0.838
1212,2,2,,0.996
1213,2,2,,0.996
1214,2,2,,0.996
1215,2,2,,0.996
1216,2,2,,0.996
1217,2,2,,0.996
1218,2,2,,0.995
1219,2,2,,0.995
1220,2,2,,0.996
1221,2,2,,0.996
1222,2,2,,0.996
1223,2,2,,0.995
1224,2,2,,0.996
1225,2,2,,0.996
1226,2,2,,0.996
1227,2,2,,0.996
1228,2,2,,0.996
1229,3,3,,0.797
1230,3,5,+,0.5
1231,2,2,,0.996
1232,3,5,+,0.875
1233,2,2,,0.996
1234,2,2,,0.996
1235,2,2,,0.996
1236,2,2,,0.996
1237,2,2,,0.996
1238,3,3,,0.72
1239,3,3,,0.803
1240,2,2,,0.996
1241,3,3,,0.769
1242,2,2,,0.995
1243,2,2,,0.996
1244,2,2,,0.996
1245,2,2,,0.996
1246,2,2,,0.996
1247,2,2,,0.996
