inst,label,pred,error,prediction
159,4,4,,0.998
160,4,4,,0.998
161,3,3,,0.999
162,3,3,,1
163,1,1,,0.998
164,1,1,,0.998
165,1,1,,0.998
166,1,1,,0.998
167,1,1,,0.998
168,1,1,,0.998
169,1,1,,0.998
170,1,1,,0.998
171,1,1,,0.998
172,1,1,,0.998
173,1,1,,0.998
174,1,1,,0.998
175,1,1,,0.998
176,1,1,,0.998
177,2,2,,0.998
178,2,2,,0.998
179,2,2,,0.998
180,2,2,,0.998
181,2,2,,0.998
182,3,3,,1
183,3,3,,1
184,3,3,,0.999
185,3,3,,0.999
186,2,2,,0.998
187,2,2,,0.998
188,2,2,,0.998
189,3,3,,1
190,2,2,,0.998
191,2,2,,0.998
192,2,2,,0.998
193,3,3,,0.999
194,2,2,,0.998
195,2,2,,0.998
196,2,2,,0.998
197,3,3,,0.999
198,3,3,,0.999
199,2,2,,0.998
200,2,2,,0.998
201,2,2,,0.998
202,2,2,,0.998
203,2,2,,0.998
204,2,2,,0.998
205,0,0,,0.998
206,0,0,,0.998
207,0,0,,0.998
208,0,0,,0.998
209,0,0,,0.998
210,0,0,,0.998
211,0,0,,0.998
212,0,0,,0.998
213,0,0,,0.998
214,0,0,,0.998
215,0,0,,0.998
216,3,3,,0.999
217,0,0,,0.998
218,3,3,,0.999
219,0,0,,0.998
220,0,0,,0.998
221,3,3,,0.999
222,3,3,,0.999
223,3,3,,1
224,0,0,,0.998
225,0,0,,0.998
226,3,3,,0.999
227,3,3,,0.999
228,3,3,,0.999
229,0,0,,0.998
230,0,0,,0.998
231,3,3,,0.999
232,3,3,,0.999
233,3,3,,0.999
234,0,0,,0.998
235,0,0,,0.998
236,3,3,,0.999
237,0,0,,0.998
238,0,0,,0.998
239,0,0,,0.998
240,0,0,,0.998
241,4,4,,0.998
242,4,4,,0.998
243,4,4,,0.998
244,4,4,,0.998
245,4,4,,0.998
246,4,4,,0.996
247,4,4,,0.986
248,4,4,,0.998
249,4,4,,0.998
250,4,4,,0.998
251,4,4,,0.998
252,4,4,,0.998
253,4,4,,0.998
254,4,4,,0.998
255,4,4,,0.998
256,3,3,,0.999
257,4,4,,0.998
258,4,4,,0.998
259,4,4,,0.998
260,4,4,,0.998
261,3,3,,0.999
262,4,4,,0.998
263,3,3,,0.999
264,3,3,,1
265,3,3,,0.999
266,4,4,,0.998
267,3,3,,1
268,4,4,,0.998
269,4,4,,0.994
270,3,3,,0.999
271,4,4,,0.998
272,3,3,,0.999
273,4,4,,0.998
274,3,3,,0.999
275,3,3,,0.999
276,4,4,,0.998
277,4,4,,0.998
278,4,4,,0.998
279,3,3,,0.999
280,3,3,,0.999
281,3,3,,0.999
282,4,4,,0.998
283,4,4,,0.998
284,3,3,,0.999
285,4,4,,0.998
286,3,3,,1
287,3,3,,0.999
288,3,3,,0.999
289,4,4,,0.998
290,4,4,,0.998
291,4,4,,0.998
292,4,4,,0.998
293,3,3,,0.999
294,3,3,,0.999
295,3,3,,1
296,4,4,,0.998
297,4,4,,0.998
298,4,4,,0.998
299,4,4,,0.998
300,4,4,,0.998
301,3,3,,0.999
302,3,3,,1
303,3,3,,1
304,1,1,,0.998
305,1,1,,0.998
306,1,1,,0.998
307,1,1,,0.998
308,1,1,,0.998
309,3,3,,0.999
310,1,1,,0.998
311,1,1,,0.998
312,3,3,,1
313,3,3,,1
314,3,3,,0.999
315,3,3,,0.999
316,1,1,,0.998
317,1,1,,0.998
318,3,3,,0.999
319,3,3,,1
320,3,3,,0.999
321,3,3,,0.999
322,3,3,,1
323,3,3,,1
324,3,3,,1
325,3,3,,1
326,1,1,,0.998
327,1,1,,0.998
328,3,3,,0.998
329,3,3,,0.999
330,1,1,,0.998
331,1,1,,0.998
332,1,1,,0.998
333,1,1,,0.998
334,1,1,,0.998
335,1,1,,0.998
336,1,1,,0.998
337,1,1,,0.998
338,1,1,,0.998
339,1,1,,0.998
340,1,1,,0.998
341,3,3,,0.999
342,3,3,,0.999
343,1,1,,0.998
344,1,1,,0.998
345,1,1,,0.998
346,1,1,,0.998
347,1,1,,0.998
348,1,1,,0.998
349,1,1,,0.998
350,1,1,,0.998
351,1,1,,0.998
352,1,1,,0.998
353,1,1,,0.998
354,1,1,,0.998
355,3,3,,0.999
356,3,3,,0.999
357,3,3,,1
358,3,3,,0.999
359,1,1,,0.998
360,3,3,,0.999
361,3,3,,0.999
362,3,3,,0.999
363,1,1,,0.998
364,1,1,,0.998
365,1,1,,0.998
366,2,2,,0.998
367,2,2,,0.998
368,2,2,,0.998
369,2,2,,0.998
370,2,2,,0.998
371,2,2,,0.998
372,2,2,,0.998
373,2,2,,0.998
374,2,2,,0.998
375,2,2,,0.998
376,3,3,,0.999
377,3,3,,0.999
378,3,3,,1
379,3,3,,0.999
380,2,2,,0.998
381,2,2,,0.998
382,2,2,,0.998
383,3,3,,0.999
384,2,2,,0.998
385,3,3,,0.999
386,2,2,,0.998
387,3,3,,1
388,3,3,,0.999
389,2,2,,0.998
390,2,2,,0.998
391,2,2,,0.998
392,3,3,,0.999
393,3,3,,0.999
394,2,2,,0.998
395,3,3,,0.999
396,2,2,,0.998
397,2,2,,0.998
398,3,3,,0.999
399,3,3,,0.999
400,2,2,,0.998
401,2,2,,0.998
402,2,2,,0.998
403,2,2,,0.998
404,2,2,,0.998
405,2,2,,0.998
406,0,0,,0.998
407,0,0,,0.998
408,0,0,,0.998
409,0,0,,0.998
410,0,0,,0.998
411,0,0,,0.998
412,0,0,,0.998
413,0,0,,0.998
414,0,0,,0.998
415,0,0,,0.998
416,0,0,,0.998
417,0,0,,0.998
418,0,0,,0.998
419,0,0,,0.998
420,0,0,,0.998
421,0,0,,0.998
422,0,0,,0.998
423,0,0,,0.998
424,0,0,,0.998
425,0,0,,0.998
426,3,3,,0.999
427,0,0,,0.998
428,0,0,,0.998
429,0,0,,0.998
430,0,0,,0.998
431,0,0,,0.998
432,0,0,,0.998
433,0,0,,0.998
434,3,3,,0.999
435,3,3,,0.999
436,3,3,,0.999
437,0,0,,0.998
438,3,3,,0.999
439,3,3,,0.999
440,3,3,,0.999
441,3,3,,0.999
442,0,0,,0.998
443,3,3,,0.999
444,3,3,,0.999
445,3,3,,0.999
446,0,0,,0.998
447,3,3,,1
448,3,3,,0.999
449,0,0,,0.998
450,0,0,,0.998
451,0,0,,0.998
452,3,3,,0.999
453,3,3,,0.999
454,3,3,,0.999
455,0,0,,0.998
456,3,3,,0.999
457,3,3,,1
458,3,3,,0.999
459,3,3,,0.999
460,3,3,,0.999
461,3,3,,0.999
462,0,0,,0.998
463,3,3,,0.999
464,3,3,,0.999
465,3,3,,0.999
466,3,3,,0.999
467,3,3,,0.999
468,0,0,,0.998
469,3,3,,0.999
470,3,3,,0.999
471,3,3,,0.999
472,0,0,,0.998
473,0,0,,0.998
474,0,0,,0.998
475,0,0,,0.998
476,3,3,,0.999
477,0,0,,0.998
478,0,0,,0.998
479,0,0,,0.998
480,0,0,,0.998
481,3,3,,0.999
482,0,0,,0.998
483,0,0,,0.998
484,0,0,,0.998
485,3,3,,0.999
486,3,3,,0.999
487,4,4,,0.998
488,4,4,,0.998
489,4,4,,0.998
490,4,4,,0.998
491,4,4,,0.998
492,4,4,,0.998
493,4,4,,0.998
494,4,4,,0.998
495,4,4,,0.998
496,4,4,,0.998
497,4,4,,0.998
498,4,4,,0.998
499,4,4,,0.998
500,4,4,,0.998
501,4,4,,0.998
502,4,4,,0.996
503,3,3,,0.999
504,3,3,,1
505,3,3,,1
506,4,4,,0.998
507,3,3,,1
508,3,3,,1
509,3,3,,1
510,3,3,,1
511,3,3,,1
512,4,4,,0.998
513,4,4,,0.998
514,4,4,,0.998
515,4,4,,0.998
516,4,4,,0.998
517,4,4,,0.998
518,4,4,,0.998
519,3,3,,0.999
520,3,3,,0.999
521,4,4,,0.998
522,4,4,,0.996
523,4,4,,0.998
524,4,4,,0.998
525,4,4,,0.998
526,4,4,,0.998
527,3,3,,1
528,3,3,,1
529,4,4,,0.998
530,3,3,,0.999
531,4,4,,0.998
532,4,4,,0.998
533,3,3,,0.999
534,3,3,,0.999
535,3,3,,0.999
536,4,4,,0.998
537,4,4,,0.998
538,3,3,,0.999
539,4,4,,0.998
540,4,4,,0.998
541,4,4,,0.998
542,4,4,,0.998
543,4,4,,0.998
544,4,4,,0.998
545,4,4,,0.998
546,4,4,,0.998
547,3,3,,1
548,3,3,,1
549,4,4,,0.998
550,4,4,,0.998
551,3,3,,0.999
552,4,4,,0.998
553,4,4,,0.998
554,3,3,,0.999
555,3,3,,0.999
556,3,3,,0.999
557,1,1,,0.998
558,1,1,,0.998
559,1,1,,0.998
560,1,1,,0.998
561,1,1,,0.998
562,1,1,,0.998
563,1,1,,0.998
564,1,1,,0.998
565,1,1,,0.998
566,3,3,,0.999
567,3,3,,0.999
568,1,1,,0.998
569,1,1,,0.998
570,3,3,,1
571,3,3,,0.999
572,3,3,,0.999
573,3,3,,0.999
574,3,3,,0.999
575,3,3,,1
576,3,3,,0.999
577,3,3,,1
578,3,3,,0.999
579,3,3,,0.999
580,3,3,,0.999
581,3,3,,0.999
582,3,3,,0.999
583,3,3,,1
584,1,1,,0.998
585,1,1,,0.998
586,1,1,,0.998
587,1,1,,0.998
588,1,1,,0.998
589,1,1,,0.998
590,1,1,,0.998
591,1,1,,0.998
592,1,1,,0.998
593,1,1,,0.998
594,1,1,,0.998
595,1,1,,0.998
596,1,1,,0.998
597,1,1,,0.998
598,1,1,,0.998
599,1,1,,0.998
600,1,1,,0.998
601,3,3,,0.999
602,3,3,,1
603,3,3,,0.999
604,1,1,,0.998
605,1,1,,0.998
606,3,3,,0.999
607,1,1,,0.998
608,3,3,,0.999
609,3,3,,0.999
610,1,1,,0.998
611,1,1,,0.998
612,1,1,,0.998
613,1,1,,0.998
614,2,2,,0.998
615,2,2,,0.998
616,2,2,,0.998
617,2,2,,0.998
618,2,2,,0.998
619,2,2,,0.998
620,2,2,,0.998
621,2,2,,0.998
622,2,2,,0.998
623,2,2,,0.998
624,3,3,,0.999
625,3,3,,0.999
626,3,3,,0.999
627,3,3,,0.999
628,3,3,,0.999
629,2,2,,0.998
630,2,2,,0.998
631,3,3,,0.999
632,3,3,,0.999
633,2,2,,0.998
634,2,2,,0.997
635,2,2,,0.998
636,2,2,,0.998
637,2,2,,0.998
638,3,3,,0.999
639,3,3,,0.999
640,2,2,,0.998
641,3,3,,0.999
642,3,3,,1
643,2,2,,0.998
644,2,2,,0.998
645,2,2,,0.998
646,2,2,,0.998
647,3,3,,1
648,3,3,,0.999
649,2,2,,0.998
650,2,2,,0.998
651,3,3,,0.999
652,2,2,,0.998
653,2,2,,0.998
654,2,2,,0.998
655,2,2,,0.998
656,2,2,,0.998
657,2,2,,0.998
658,2,2,,0.998
659,2,2,,0.998
660,3,3,,0.999
661,2,2,,0.998
662,2,2,,0.998
663,2,2,,0.998
664,2,2,,0.998
665,2,2,,0.998
666,2,2,,0.998
667,2,2,,0.998
668,2,2,,0.998
669,2,2,,0.998
670,0,0,,0.998
671,0,0,,0.998
672,0,0,,0.998
673,0,0,,0.998
674,0,0,,0.998
675,0,0,,0.998
676,0,0,,0.998
677,0,0,,0.998
678,0,0,,0.998
679,0,0,,0.998
680,0,0,,0.998
681,0,0,,0.998
682,0,0,,0.998
683,0,0,,0.998
684,0,0,,0.998
685,0,0,,0.998
686,0,0,,0.998
687,0,0,,0.998
688,0,0,,0.998
689,0,0,,0.998
690,3,3,,0.999
691,0,0,,0.998
692,0,0,,0.998
693,0,0,,0.998
694,3,3,,0.999
695,3,3,,0.999
696,0,0,,0.998
697,0,0,,0.998
698,3,3,,0.999
699,3,3,,0.999
700,0,0,,0.998
701,0,0,,0.998
702,0,0,,0.998
703,3,3,,0.999
704,3,3,,0.999
705,3,3,,0.999
706,0,0,,0.998
707,3,3,,0.999
708,3,3,,0.999
709,3,3,,0.999
710,0,0,,0.998
711,3,3,,0.999
712,0,0,,0.998
713,0,0,,0.998
714,3,3,,0.999
715,0,0,,0.998
716,3,3,,0.999
717,3,3,,0.999
718,3,3,,0.999
719,0,0,,0.998
720,0,0,,0.998
721,0,0,,0.998
722,0,0,,0.998
723,3,3,,0.999
724,0,0,,0.998
725,3,3,,0.999
726,0,0,,0.998
727,0,0,,0.998
728,0,0,,0.998
729,0,0,,0.998
730,0,0,,0.998
731,4,4,,0.998
732,4,4,,0.998
733,3,3,,0.999
734,4,4,,0.998
735,3,3,,1
736,3,3,,0.999
737,3,3,,0.999
738,3,3,,1
739,3,3,,0.999
740,4,4,,0.998
741,4,4,,0.998
742,4,4,,0.998
743,4,4,,0.998
744,3,3,,0.999
745,4,4,,0.998
746,3,3,,1
747,1,1,,0.998
748,1,1,,0.998
749,1,1,,0.998
750,1,1,,0.998
751,3,3,,0.999
752,1,1,,0.998
753,3,3,,1
754,3,3,,0.999
755,1,1,,0.998
756,3,3,,0.999
757,3,3,,0.999
758,3,3,,1
759,3,3,,0.999
760,3,3,,0.999
761,1,1,,0.998
762,3,3,,0.999
763,1,1,,0.998
764,1,1,,0.998
765,1,1,,0.998
766,1,1,,0.998
767,1,1,,0.998
768,1,1,,0.998
769,3,3,,0.999
770,1,1,,0.998
771,3,3,,0.999
772,1,1,,0.998
773,2,2,,0.998
774,2,2,,0.998
775,2,2,,0.998
776,2,2,,0.998
777,2,2,,0.998
778,3,3,,0.999
779,2,2,,0.998
780,2,2,,0.998
781,2,2,,0.998
782,2,2,,0.998
783,3,3,,1
784,2,2,,0.998
785,3,3,,0.999
786,3,3,,0.999
787,3,3,,0.999
788,2,2,,0.998
789,2,2,,0.998
790,3,3,,0.999
791,2,2,,0.998
792,2,2,,0.998
793,3,3,,0.999
794,3,3,,1
795,2,2,,0.998
796,2,2,,0.998
797,3,3,,1
798,2,2,,0.998
799,3,3,,0.999
800,0,0,,0.998
801,0,0,,0.998
802,0,0,,0.998
803,0,0,,0.998
804,0,0,,0.998
805,0,0,,0.998
806,0,0,,0.998
807,0,0,,0.998
808,0,0,,0.998
809,3,3,,0.999
810,0,0,,0.998
811,0,0,,0.998
812,3,3,,0.999
813,3,3,,0.999
814,3,3,,0.999
815,0,0,,0.998
816,3,3,,0.999
817,3,3,,0.999
818,3,3,,0.999
819,0,0,,0.998
820,3,3,,0.999
821,0,0,,0.998
822,0,0,,0.998
823,3,3,,0.999
824,0,0,,0.998
825,0,0,,0.998
826,3,3,,0.999
827,0,0,,0.998
828,0,0,,0.998
829,3,3,,0.999
830,0,0,,0.998
831,4,4,,0.998
832,4,4,,0.998
833,4,4,,0.998
834,4,4,,0.998
835,4,4,,0.998
836,4,4,,0.998
837,4,4,,0.998
838,4,4,,0.998
839,4,4,,0.998
840,4,4,,0.998
841,4,4,,0.998
842,4,4,,0.998
843,4,4,,0.998
844,3,3,,1
845,4,4,,0.998
846,3,3,,0.999
847,3,3,,0.999
848,4,4,,0.998
849,4,4,,0.998
850,3,3,,1
851,4,4,,0.998
852,3,3,,1
853,3,3,,1
854,3,3,,0.999
855,3,3,,0.999
856,4,4,,0.998
857,4,4,,0.998
858,3,3,,1
859,4,4,,0.998
860,3,3,,0.999
861,3,3,,1
862,3,3,,1
863,3,3,,1
864,4,4,,0.998
865,4,4,,0.997
866,4,4,,0.998
867,4,4,,0.998
868,3,3,,1
869,4,4,,0.998
870,4,4,,0.998
871,4,4,,0.998
872,3,3,,0.999
873,4,4,,0.998
874,4,4,,0.998
875,4,4,,0.998
876,4,4,,0.998
877,4,4,,0.998
878,4,4,,0.998
879,3,3,,0.999
880,3,3,,1
881,3,3,,1
882,1,1,,0.998
883,3,3,,0.999
884,1,1,,0.998
885,3,3,,0.999
886,1,1,,0.998
887,1,1,,0.998
888,1,1,,0.998
889,3,3,,0.999
890,3,3,,0.999
891,1,1,,0.998
892,3,3,,0.999
893,1,1,,0.998
894,1,1,,0.998
895,3,3,,0.999
896,1,1,,0.998
897,1,1,,0.998
898,1,1,,0.998
899,1,1,,0.998
900,1,1,,0.998
901,1,1,,0.998
902,3,3,,1
903,3,3,,0.999
904,3,3,,0.999
905,3,3,,1
906,3,3,,0.999
907,1,1,,0.998
908,3,3,,1
909,3,3,,0.999
910,3,3,,1
911,1,1,,0.998
912,3,3,,0.999
913,3,3,,0.999
914,1,1,,0.998
915,3,3,,0.999
916,3,3,,0.999
917,1,1,,0.998
918,1,1,,0.998
919,1,1,,0.998
920,3,3,,0.999
921,3,3,,1
922,1,1,,0.998
923,3,3,,1
924,1,1,,0.998
925,1,1,,0.998
926,1,1,,0.998
927,1,1,,0.998
928,1,1,,0.998
929,3,3,,0.999
930,1,1,,0.998
931,1,1,,0.998
932,1,1,,0.998
933,1,1,,0.998
934,1,1,,0.998
935,1,1,,0.998
936,1,1,,0.998
937,1,1,,0.998
938,1,1,,0.998
939,1,1,,0.998
940,1,1,,0.998
941,1,1,,0.998
942,1,1,,0.998
943,3,3,,1
944,3,3,,1
945,1,1,,0.998
946,3,3,,0.999
947,1,1,,0.998
948,3,3,,0.999
949,2,2,,0.998
950,2,2,,0.998
951,2,2,,0.998
952,2,2,,0.998
953,2,2,,0.998
954,2,2,,0.998
955,2,2,,0.998
956,2,2,,0.998
957,2,2,,0.998
958,2,2,,0.998
959,2,2,,0.998
960,2,2,,0.998
961,2,2,,0.998
962,2,2,,0.998
963,2,2,,0.998
964,3,3,,1
965,2,2,,0.998
966,3,3,,0.999
967,3,3,,0.999
968,3,3,,1
969,3,3,,0.999
970,3,3,,0.999
971,2,2,,0.998
972,2,2,,0.998
973,2,2,,0.998
974,2,2,,0.997
975,3,3,,0.999
976,2,2,,0.998
977,2,2,,0.998
978,2,2,,0.998
979,3,3,,1
980,2,2,,0.998
981,2,2,,0.998
982,2,2,,0.998
983,2,2,,0.998
984,3,3,,0.999
985,2,2,,0.998
986,2,2,,0.998
987,2,2,,0.998
988,2,2,,0.998
989,3,3,,0.999
990,2,2,,0.998
991,2,2,,0.998
992,3,3,,0.999
993,3,3,,1
994,2,2,,0.998
995,2,2,,0.998
996,2,2,,0.998
997,2,2,,0.998
998,2,2,,0.998
999,2,2,,0.998
1000,2,2,,0.998
1001,2,2,,0.998
1002,0,0,,0.998
1003,0,0,,0.998
1004,0,0,,0.998
1005,0,0,,0.998
1006,0,0,,0.998
1007,0,0,,0.998
1008,0,0,,0.998
1009,0,0,,0.998
1010,0,0,,0.998
1011,0,0,,0.998
1012,0,0,,0.998
1013,0,0,,0.998
1014,0,0,,0.998
1015,0,0,,0.998
1016,0,0,,0.998
1017,0,0,,0.998
1018,0,0,,0.998
1019,0,0,,0.998
1020,0,0,,0.998
1021,0,0,,0.998
1022,0,0,,0.998
1023,0,0,,0.998
1024,3,3,,0.999
1025,0,0,,0.997
1026,3,3,,0.999
1027,0,0,,0.998
1028,3,3,,0.999
1029,0,0,,0.998
1030,3,3,,0.999
1031,3,3,,0.999
1032,0,0,,0.998
1033,3,3,,0.999
1034,3,3,,0.999
1035,3,3,,0.999
1036,3,3,,0.999
1037,3,3,,0.999
1038,3,3,,0.999
1039,3,3,,0.999
1040,0,0,,0.998
1041,0,0,,0.998
1042,3,3,,0.999
1043,3,3,,0.999
1044,0,0,,0.998
1045,3,3,,0.999
1046,3,3,,0.999
1047,0,0,,0.998
1048,0,0,,0.998
1049,0,0,,0.998
1050,3,3,,0.999
1051,3,3,,0.999
1052,3,3,,0.999
1053,0,0,,0.998
1054,3,3,,0.999
1055,3,3,,0.999
1056,0,0,,0.998
1057,3,3,,0.999
1058,0,0,,0.998
1059,3,3,,0.999
1060,0,0,,0.998
1061,0,0,,0.998
1062,0,0,,0.998
1063,0,0,,0.998
1064,3,3,,0.999
1065,0,0,,0.998
1066,3,3,,0.999
1067,4,4,,0.998
1068,4,4,,0.997
1069,4,4,,0.998
1070,4,4,,0.998
1071,4,4,,0.998
1072,4,4,,0.998
1073,4,4,,0.998
1074,4,4,,0.998
1075,4,4,,0.998
1076,4,4,,0.998
1077,4,4,,0.998
1078,4,4,,0.998
1079,4,4,,0.998
1080,4,4,,0.998
1081,4,4,,0.998
1082,4,4,,0.998
1083,4,4,,0.998
1084,4,4,,0.997
1085,3,3,,0.999
1086,3,3,,1
1087,4,4,,0.998
1088,3,3,,1
1089,4,4,,0.996
1090,4,4,,0.998
1091,4,4,,0.998
1092,4,4,,0.998
1093,4,4,,0.997
1094,4,4,,0.998
1095,3,3,,1
1096,4,4,,0.998
1097,4,4,,0.998
1098,4,4,,0.998
1099,3,3,,1
1100,4,4,,0.998
1101,3,3,,1
1102,4,4,,0.998
1103,4,4,,0.998
1104,3,3,,0.999
1105,4,4,,0.998
1106,3,3,,0.999
1107,4,4,,0.998
1108,3,3,,0.999
1109,4,4,,0.998
1110,3,3,,1
1111,4,4,,0.998
1112,4,4,,0.998
1113,3,3,,0.999
1114,3,3,,0.999
1115,3,3,,0.999
1116,3,3,,0.999
1117,3,3,,1
1118,4,4,,0.998
1119,4,4,,0.998
1120,4,4,,0.998
1121,4,4,,0.997
1122,3,3,,1
1123,3,3,,1
1124,3,3,,0.999
1125,3,3,,1
1126,3,3,,1
1127,4,4,,0.998
1128,3,3,,1
1129,4,4,,0.998
1130,4,4,,0.998
1131,4,4,,0.998
1132,4,4,,0.998
1133,4,4,,0.998
1134,4,4,,0.998
1135,4,4,,0.998
1136,4,4,,0.998
1137,4,4,,0.998
1138,4,4,,0.998
1139,3,3,,1
1140,3,3,,1
1141,3,3,,0.999
1142,3,3,,1
1143,1,1,,0.998
1144,1,1,,0.998
1145,3,3,,0.999
1146,1,1,,0.998
1147,3,3,,0.999
1148,3,3,,0.999
1149,1,1,,0.998
1150,1,1,,0.998
1151,3,3,,1
1152,3,3,,0.999
1153,3,3,,0.999
1154,3,3,,0.999
1155,3,3,,1
1156,1,1,,0.998
1157,1,1,,0.998
1158,1,1,,0.998
1159,1,1,,0.998
1160,3,3,,1
1161,3,3,,0.999
1162,1,1,,0.998
1163,1,1,,0.998
1164,3,3,,1
1165,1,1,,0.998
1166,3,3,,0.999
1167,1,1,,0.998
1168,3,3,,0.999
1169,3,3,,0.999
1170,1,1,,0.998
1171,1,1,,0.998
1172,3,3,,0.998
1173,1,1,,0.998
1174,3,3,,0.999
1175,3,3,,0.999
1176,1,1,,0.998
1177,3,3,,0.999
1178,3,3,,0.999
1179,3,3,,1
1180,1,1,,0.998
1181,1,1,,0.998
1182,3,3,,0.999
1183,3,3,,0.999
1184,1,1,,0.998
1185,3,3,,0.999
1186,1,1,,0.998
1187,1,1,,0.998
1188,3,3,,0.999
1189,1,1,,0.998
1190,1,1,,0.998
1191,1,1,,0.998
1192,1,1,,0.998
1193,1,1,,0.998
1194,1,1,,0.998
1195,1,1,,0.998
1196,1,1,,0.998
1197,1,1,,0.998
1198,3,3,,1
1199,1,1,,0.998
1200,1,1,,0.998
1201,3,3,,0.999
1202,3,3,,0.999
1203,3,3,,1
1204,3,3,,1
1205,3,3,,0.999
1206,3,3,,0.999
1207,2,2,,0.998
1208,2,2,,0.998
1209,3,3,,0.999
1210,3,3,,0.999
1211,3,3,,0.999
1212,2,2,,0.998
1213,2,2,,0.998
1214,2,2,,0.998
1215,2,2,,0.998
1216,2,2,,0.998
1217,2,2,,0.998
1218,2,2,,0.998
1219,2,2,,0.998
1220,2,2,,0.998
1221,2,2,,0.998
1222,2,2,,0.998
1223,2,2,,0.998
1224,2,2,,0.998
1225,2,2,,0.998
1226,2,2,,0.998
1227,2,2,,0.998
1228,2,2,,0.998
1229,3,3,,0.999
1230,3,3,,0.999
1231,2,2,,0.998
1232,3,3,,1
1233,2,2,,0.998
1234,2,2,,0.997
1235,2,2,,0.997
1236,2,2,,0.998
1237,2,2,,0.998
1238,3,3,,0.999
1239,3,3,,0.999
1240,2,2,,0.998
1241,3,3,,0.999
1242,2,2,,0.998
1243,2,2,,0.998
1244,2,2,,0.998
1245,2,2,,0.998
1246,2,2,,0.998
1247,2,2,,0.998
1248,2,2,,0.998
1249,2,2,,0.998
1250,2,2,,0.998
1251,2,2,,0.998
1252,2,2,,0.998
1253,2,2,,0.998
1254,2,2,,0.998
1255,2,2,,0.998
1256,2,2,,0.998
1257,2,2,,0.998
1258,2,2,,0.998
1259,2,2,,0.998
1260,2,2,,0.998
1261,2,2,,0.998
1262,2,2,,0.998
1263,2,2,,0.998
1264,2,2,,0.998
1265,2,2,,0.998
